order_id,line_number,product_id,quantity,pricing_date,selling_price_ex_tax,line_total_incl_tax
ORD-000179,2,ZRV-RZ3,2,2022-10-02,2608153,5737936.600000001
ORD-000180,1,NOE-JG4,2,2022-10-04,2782030,6120466.000000001
ORD-000180,2,SWN-RP6,1,2022-10-04,3129784,3442762.4000000004
ORD-000180,3,FRD-GB5,1,2022-10-04,2695092,2964601.2
ORD-000181,1,HDE-ZC1,10,2022-10-07,3912230,43034530.0
ORD-000182,1,HDE-ZC1,5,2022-10-07,3912230,21517265.0
ORD-000182,2,FRD-GB5,2,2022-10-07,2695092,5929202.4
ORD-000182,3,ZRV-RZ3,1,2022-10-07,2608153,2868968.3000000003
ORD-000183,1,FRD-GB5,7,2022-10-09,2695092,20752208.400000002
ORD-000183,2,ZRV-RZ3,1,2022-10-09,2608153,2868968.3000000003
ORD-000184,1,SWN-RP6,1,2022-10-10,3129784,3442762.4000000004
ORD-000184,2,ZRV-RZ3,1,2022-10-10,2608153,2868968.3000000003
ORD-000185,1,FIT-GR3,8,2022-10-10,2173461,19126456.8
ORD-000185,2,FRD-GB5,2,2022-10-10,2695092,5929202.4
ORD-000186,1,HDE-ZC1,1,2022-10-13,3912230,4303453.0
ORD-000186,2,FRD-GB5,3,2022-10-13,2695092,8893803.600000001
ORD-000187,1,SWN-RP6,1,2022-10-15,3129784,3442762.4000000004
ORD-000187,2,ZRV-RZ3,1,2022-10-15,2608153,2868968.3000000003
ORD-000188,1,HDE-ZC1,4,2022-10-15,3912230,17213812.0
ORD-000188,2,VZL-RV3,2,2022-10-15,2782030,6120466.000000001
ORD-000188,3,FRD-GB5,3,2022-10-15,2695092,8893803.600000001
ORD-000189,1,ACD-CV1,8,2022-10-15,3564476,31367388.8
ORD-000189,2,CRV-RT5,42,2022-10-15,3129784,144596020.8
ORD-000190,1,NOE-JG4,1,2022-10-16,2782030,3060233.0000000005
ORD-000190,2,VZL-RV3,1,2022-10-16,2782030,3060233.0000000005
ORD-000190,3,ZRV-RZ3,1,2022-10-16,2608153,2868968.3000000003
ORD-000191,1,FRD-GB5,1,2022-10-17,2695092,2964601.2
ORD-000191,2,VZL-RV3,1,2022-10-17,2782030,3060233.0000000005
ORD-000191,3,NOE-JG4,1,2022-10-17,2782030,3060233.0000000005
ORD-000192,1,ZRV-RZ3,3,2022-10-22,2608153,8606904.9
ORD-000193,1,FIT-GR3,7,2022-10-23,2173461,16735649.700000001
ORD-000194,1,VZL-RV3,7,2022-10-23,2782030,21421631.0
ORD-000195,1,NOE-JG4,6,2022-10-24,2782030,18361398.0
ORD-000196,1,SWN-RP6,9,2022-10-26,3129784,30984861.6
ORD-000197,1,NOE-JG4,6,2022-10-28,2782030,18361398.0
ORD-000198,1,HDE-ZC1,1,2022-10-30,3912230,4303453.0
ORD-000198,2,SWN-RP6,1,2022-10-30,3129784,3442762.4000000004
ORD-000198,3,ZRV-RZ3,1,2022-10-30,2608153,2868968.3000000003
ORD-000199,1,SWN-RP6,3,2022-10-30,3129784,10328287.200000001
ORD-000199,2,FRD-GB5,2,2022-10-30,2695092,5929202.4
ORD-000199,3,HDE-ZC1,2,2022-10-30,3912230,8606906.0
ORD-000200,1,CRV-RT5,41,2022-11-01,3303661,148995111.10000002
ORD-000201,1,VZL-RV3,5,2022-11-04,2782030,15301165.000000002
ORD-000201,2,FRD-GB5,1,2022-11-04,2695092,2964601.2
ORD-000202,1,NOE-JG4,5,2022-11-05,2782030,15301165.000000002
ORD-000203,1,SWN-RP6,7,2022-11-07,3129784,24099336.8
ORD-000204,1,HDE-ZC1,1,2022-11-11,3912230,4303453.0
ORD-000204,2,FIT-GR3,5,2022-11-11,2173461,11954035.500000002
ORD-000204,3,FRD-GB5,4,2022-11-11,2695092,11858404.8
ORD-000205,1,FRD-GB5,1,2022-11-11,2695092,2964601.2
ORD-000205,2,ZRV-RZ3,1,2022-11-11,2608153,2868968.3000000003
ORD-000205,3,FIT-GR3,1,2022-11-11,2173461,2390807.1
ORD-000206,1,HDE-ZC1,1,2022-11-12,3912230,4303453.0
ORD-000206,2,SWN-RP6,1,2022-11-12,3129784,3442762.4000000004
ORD-000206,3,ZRV-RZ3,1,2022-11-12,2608153,2868968.3000000003
ORD-000207,1,NOE-JG4,4,2022-11-14,2782030,12240932.000000002
ORD-000207,2,FRD-GB5,2,2022-11-14,2695092,5929202.4
ORD-000208,1,VZL-RV3,7,2022-11-15,2782030,21421631.0
ORD-000209,1,ENP-ENP1,23,2022-11-15,4781615,120974859.50000001
ORD-000209,2,ODY-RC1,5,2022-11-15,3912230,21517265.0
ORD-000209,3,CRV-RT5,5,2022-11-15,3303661,18170135.5
ORD-000209,4,ACD-CV1,5,2022-11-15,3376872,18572796.0
ORD-000210,1,ODY-RC1,15,2022-11-15,3912230,64551795.00000001
ORD-000211,1,SWN-RP6,4,2022-11-20,3129784,13771049.600000001
ORD-000211,2,FRD-GB5,1,2022-11-20,2695092,2964601.2
ORD-000212,1,SWN-RP6,6,2022-11-21,3129784,20656574.400000002
ORD-000213,1,ZRV-RZ3,5,2022-11-21,2608153,14344841.500000002
ORD-000213,2,HDE-ZC1,1,2022-11-21,3912230,4303453.0
ORD-000214,1,SWN-RP6,2,2022-11-23,3129784,6885524.800000001
ORD-000214,2,NOE-JG4,2,2022-11-23,2782030,6120466.000000001
ORD-000214,3,FRD-GB5,3,2022-11-23,2695092,8893803.600000001
ORD-000215,1,FIT-GR3,1,2022-11-24,2173461,2390807.1
ORD-000215,2,HDE-ZC1,1,2022-11-24,3912230,4303453.0
ORD-000216,1,ZRV-RZ3,1,2022-11-27,2608153,2868968.3000000003
ORD-000217,1,HDE-ZC1,8,2022-11-30,3912230,34427624.0
ORD-000218,1,VZL-RV3,1,2022-11-30,2782030,3060233.0000000005
ORD-000218,2,ZRV-RZ3,1,2022-11-30,2608153,2868968.3000000003
ORD-000219,1,SWN-RP6,1,2022-12-04,3129784,3442762.4000000004
ORD-000219,2,VZL-RV3,1,2022-12-04,2782030,3060233.0000000005
ORD-000219,3,HDE-ZC1,1,2022-12-04,3912230,4303453.0
ORD-000220,1,ZRV-RZ3,3,2022-12-04,2608153,8606904.9
ORD-000220,2,VZL-RV3,3,2022-12-04,2782030,9180699.0
ORD-000220,3,SWN-RP6,2,2022-12-04,3129784,6885524.800000001
ORD-000221,1,VZL-RV3,6,2022-12-05,2782030,18361398.0
ORD-000222,1,HDE-ZC1,9,2022-12-05,3912230,38731077.0
ORD-000223,1,FIT-GR3,1,2022-12-10,2173461,2390807.1
ORD-000223,2,ZRV-RZ3,1,2022-12-10,2608153,2868968.3000000003
ORD-000223,3,SWN-RP6,1,2022-12-10,3129784,3442762.4000000004
ORD-000224,1,HDE-ZC1,3,2022-12-11,3912230,12910359.000000002
ORD-000224,2,FRD-GB5,1,2022-12-11,2695092,2964601.2
ORD-000225,1,HDE-ZC1,8,2022-12-12,3912230,34427624.0
ORD-000226,1,VZL-RV3,2,2022-12-14,2782030,6120466.000000001
ORD-000226,2,SWN-RP6,1,2022-12-14,3129784,3442762.4000000004
ORD-000226,3,ZRV-RZ3,1,2022-12-14,2608153,2868968.3000000003
ORD-000227,1,PRO-ZC5,5,2022-12-15,5650999,31080494.500000004
ORD-000227,2,RDG-YF6,6,2022-12-15,5042430,33280038.000000004
ORD-000227,3,ACD-CV1,11,2022-12-15,3564476,43130159.6
ORD-000227,4,ODY-RC1,5,2022-12-15,3912230,21517265.0
ORD-000228,1,SWN-RP6,1,2022-12-16,3129784,3442762.4000000004
ORD-000228,2,VZL-RV3,6,2022-12-16,2782030,18361398.0
ORD-000229,1,ZRV-RZ3,1,2022-12-17,2608153,2868968.3000000003
ORD-000230,1,HDE-ZC1,8,2022-12-18,3912230,34427624.0
ORD-000231,1,NOE-JG4,8,2022-12-19,2782030,24481864.000000004
ORD-000232,1,VZL-RV3,1,2022-12-21,2782030,3060233.0000000005
ORD-000232,2,FIT-GR3,1,2022-12-21,2173461,2390807.1
ORD-000232,3,HDE-ZC1,1,2022-12-21,3912230,4303453.0
ORD-000233,1,SWN-RP6,2,2022-12-21,3129784,6885524.800000001
ORD-000233,2,NOE-JG4,7,2022-12-21,2782030,21421631.0
ORD-000234,1,HDE-ZC1,1,2022-12-24,3912230,4303453.0
ORD-000234,2,VZL-RV3,2,2022-12-24,2782030,6120466.000000001
ORD-000235,1,FRD-GB5,4,2022-12-24,2695092,11858404.8
ORD-000235,2,VZL-RV3,1,2022-12-24,2782030,3060233.0000000005
ORD-000236,1,FRD-GB5,1,2022-12-29,2695092,2964601.2
ORD-000236,2,VZL-RV3,1,2022-12-29,2782030,3060233.0000000005
ORD-000236,3,FIT-GR3,1,2022-12-29,2173461,2390807.1
ORD-000237,1,SWN-RP6,4,2022-12-31,3129784,13771049.600000001
ORD-000237,2,NOE-JG4,1,2022-12-31,2782030,3060233.0000000005
ORD-000237,3,VZL-RV3,3,2022-12-31,2782030,9180699.0
ORD-000238,1,SWN-RP6,1,2022-12-31,3129784,3442762.4000000004
ORD-000238,2,HDE-ZC1,1,2022-12-31,3912230,4303453.0
ORD-000238,3,VZL-RV3,1,2022-12-31,2782030,3060233.0000000005
ORD-000239,1,HDE-ZC1,4,2023-01-01,3912230,17213812.0
ORD-000240,1,SWN-RP6,3,2023-01-01,3129784,10328287.200000001
ORD-000241,1,RDG-YF6,43,2023-01-01,5042430,238506939.00000003
ORD-000242,1,ENP-ENP1,5,2023-01-01,4781615,26298882.500000004
ORD-000242,2,PSP-YF7,5,2023-01-01,3651415,20082782.5
ORD-000242,3,PLT-YF3,5,2023-01-01,4520799,24864394.500000004
ORD-000242,4,CRV-RT5,5,2023-01-01,3303661,18170135.5
ORD-000243,1,VZL-RV3,2,2023-01-03,2782030,6120466.000000001
ORD-000243,2,NOE-JG4,1,2023-01-03,2782030,3060233.0000000005
ORD-000244,1,FIT-GR3,4,2023-01-08,2173461,9563228.4
ORD-000244,2,SWN-RP6,3,2023-01-08,3129784,10328287.200000001
ORD-000244,3,FRD-GB5,2,2023-01-08,2695092,5929202.4
ORD-000245,1,VZL-RV3,1,2023-01-09,2782030,3060233.0000000005
ORD-000245,2,HDE-ZC1,3,2023-01-09,3912230,12910359.000000002
ORD-000245,3,NOE-JG4,4,2023-01-09,2782030,12240932.000000002
ORD-000246,1,SWN-RP6,4,2023-01-09,3129784,13771049.600000001
ORD-000246,2,FIT-GR3,1,2023-01-09,2173461,2390807.1
ORD-000246,3,VZL-RV3,1,2023-01-09,2782030,3060233.0000000005
ORD-000247,1,ZRV-RZ3,4,2023-01-09,2608153,11475873.200000001
ORD-000248,1,NOE-JG4,2,2023-01-12,2782030,6120466.000000001
ORD-000248,2,FIT-GR3,5,2023-01-12,2173461,11954035.500000002
ORD-000249,1,SWN-RP6,1,2023-01-15,3129784,3442762.4000000004
ORD-000250,1,ZRV-RZ3,8,2023-01-15,2608153,22951746.400000002
ORD-000251,1,HDE-ZC1,1,2023-01-20,3912230,4303453.0
ORD-000251,2,FRD-GB5,3,2023-01-20,2695092,8893803.600000001
ORD-000252,1,FRD-GB5,1,2023-01-20,2695092,2964601.2
ORD-000253,1,ZRV-RZ3,5,2023-01-21,2608153,14344841.500000002
ORD-000254,1,ACD-CV1,21,2023-01-21,3564476,82339395.60000001
ORD-000254,2,RDG-YF6,5,2023-01-21,5042430,27733365.000000004
ORD-000254,3,ODY-RC1,5,2023-01-21,3912230,21517265.0
ORD-000254,4,CRV-RT5,5,2023-01-21,3303661,18170135.5
ORD-000255,1,HDE-ZC1,6,2023-01-25,3912230,25820718.000000004
ORD-000256,1,FRD-GB5,7,2023-01-25,2695092,20752208.400000002
ORD-000256,2,NOE-JG4,1,2023-01-25,2782030,3060233.0000000005
ORD-000257,1,SWN-RP6,1,2023-01-27,3129784,3442762.4000000004
ORD-000257,2,FRD-GB5,1,2023-01-27,2695092,2964601.2
ORD-000258,1,HDE-ZC1,2,2023-02-01,3912230,8606906.0
ORD-000258,2,ZRV-RZ3,1,2023-02-01,2608153,2868968.3000000003
ORD-000258,3,FRD-GB5,6,2023-02-01,2695092,17787607.200000003
ORD-000259,1,SWN-RP6,2,2023-02-01,3129784,6885524.800000001
ORD-000259,2,NOE-JG4,4,2023-02-01,2782030,12240932.000000002
ORD-000260,1,PSP-YF7,16,2023-02-01,3651415,64264904.00000001
ORD-000261,1,FIT-GR3,1,2023-02-02,2173461,2390807.1
ORD-000261,2,VZL-RV3,4,2023-02-02,2782030,12240932.000000002
ORD-000261,3,NOE-JG4,1,2023-02-02,2782030,3060233.0000000005
ORD-000262,1,VZL-RV3,4,2023-02-02,2782030,12240932.000000002
ORD-000262,2,NOE-JG4,3,2023-02-02,2782030,9180699.0
ORD-000262,3,FRD-GB5,2,2023-02-02,2695092,5929202.4
ORD-000263,1,ZRV-RZ3,2,2023-02-04,2608153,5737936.600000001
ORD-000263,2,FIT-GR3,1,2023-02-04,2173461,2390807.1
ORD-000263,3,FRD-GB5,1,2023-02-04,2695092,2964601.2
ORD-000264,1,PSP-YF7,28,2023-02-08,3651415,112463582.00000001
ORD-000264,2,ACD-CV1,16,2023-02-08,3564476,62734777.6
ORD-000264,3,PRO-ZC5,5,2023-02-08,5650999,31080494.500000004
ORD-000265,1,FRD-GB5,6,2023-02-09,2695092,17787607.200000003
ORD-000265,2,HDE-ZC1,2,2023-02-09,3912230,8606906.0
ORD-000265,3,VZL-RV3,2,2023-02-09,2782030,6120466.000000001
ORD-000266,1,FIT-GR3,1,2023-02-09,2173461,2390807.1
ORD-000266,2,VZL-RV3,7,2023-02-09,2782030,21421631.0
ORD-000266,3,NOE-JG4,1,2023-02-09,2782030,3060233.0000000005
ORD-000267,1,SWN-RP6,3,2023-02-13,3129784,10328287.200000001
ORD-000267,2,HDE-ZC1,6,2023-02-13,3912230,25820718.000000004
ORD-000268,1,SWN-RP6,2,2023-02-13,3129784,6885524.800000001
ORD-000268,2,FRD-GB5,2,2023-02-13,2695092,5929202.4
ORD-000269,1,HDE-ZC1,5,2023-02-14,3912230,21517265.0
ORD-000269,2,ZRV-RZ3,2,2023-02-14,2608153,5737936.600000001
ORD-000270,1,VZL-RV3,3,2023-02-15,2782030,9180699.0
ORD-000270,2,ZRV-RZ3,4,2023-02-15,2608153,11475873.200000001
ORD-000271,1,SWN-RP6,1,2023-02-18,3129784,3442762.4000000004
ORD-000271,2,FIT-GR3,1,2023-02-18,2173461,2390807.1
ORD-000271,3,HDE-ZC1,1,2023-02-18,3912230,4303453.0
ORD-000272,1,VZL-RV3,4,2023-02-19,2782030,12240932.000000002
ORD-000272,2,FIT-GR3,1,2023-02-19,2173461,2390807.1
ORD-000272,3,ZRV-RZ3,1,2023-02-19,2608153,2868968.3000000003
ORD-000273,1,SWN-RP6,3,2023-02-21,3129784,10328287.200000001
ORD-000274,1,HDE-ZC1,4,2023-02-25,3912230,17213812.0
ORD-000274,2,SWN-RP6,3,2023-02-25,3129784,10328287.200000001
ORD-000274,3,VZL-RV3,2,2023-02-25,2782030,6120466.000000001
ORD-000275,1,NOE-JG4,1,2023-02-26,2782030,3060233.0000000005
ORD-000275,2,SWN-RP6,1,2023-02-26,3129784,3442762.4000000004
ORD-000276,1,NOE-JG4,5,2023-02-27,2782030,15301165.000000002
ORD-000277,1,ACD-CV1,5,2023-03-01,3564476,19604618.0
ORD-000277,2,RDG-YF6,8,2023-03-01,5042430,44373384.0
ORD-000277,3,PLT-YF3,5,2023-03-01,4520799,24864394.500000004
ORD-000278,1,FRD-GB5,2,2023-03-02,2695092,5929202.4
ORD-000278,2,SWN-RP6,2,2023-03-02,3129784,6885524.800000001
ORD-000279,1,FIT-GR3,6,2023-03-04,2173461,14344842.600000001
ORD-000280,1,FRD-GB5,3,2023-03-05,2695092,8893803.600000001
ORD-000280,2,ZRV-RZ3,1,2023-03-05,2608153,2868968.3000000003
ORD-000281,1,HDE-ZC1,1,2023-03-09,3912230,4303453.0
ORD-000281,2,NOE-JG4,1,2023-03-09,2782030,3060233.0000000005
ORD-000282,1,VZL-RV3,1,2023-03-09,2782030,3060233.0000000005
ORD-000282,2,FRD-GB5,4,2023-03-09,2695092,11858404.8
ORD-000282,3,ZRV-RZ3,2,2023-03-09,2608153,5737936.600000001
ORD-000283,1,VZL-RV3,1,2023-03-13,2782030,3060233.0000000005
ORD-000283,2,FIT-GR3,1,2023-03-13,2173461,2390807.1
ORD-000283,3,FRD-GB5,1,2023-03-13,2695092,2964601.2
ORD-000284,1,VZL-RV3,1,2023-03-14,2782030,3060233.0000000005
ORD-000284,2,ZRV-RZ3,1,2023-03-14,2608153,2868968.3000000003
ORD-000284,3,FIT-GR3,1,2023-03-14,2173461,2390807.1
ORD-000285,1,ZRV-RZ3,6,2023-03-14,2608153,17213809.8
ORD-000285,2,HDE-ZC1,3,2023-03-14,3912230,12910359.000000002
ORD-000285,3,NOE-JG4,1,2023-03-14,2782030,3060233.0000000005
ORD-000286,1,CRV-RT5,11,2023-03-15,3303661,39974298.1
ORD-000286,2,PLT-YF3,5,2023-03-15,4520799,24864394.500000004
ORD-000286,3,ENP-ENP1,20,2023-03-15,4781615,105195530.00000001
ORD-000287,1,SWN-RP6,1,2023-03-18,3129784,3442762.4000000004
ORD-000287,2,FIT-GR3,1,2023-03-18,2173461,2390807.1
ORD-000287,3,NOE-JG4,1,2023-03-18,2782030,3060233.0000000005
ORD-000288,1,VZL-RV3,1,2023-03-18,2782030,3060233.0000000005
ORD-000288,2,FIT-GR3,1,2023-03-18,2173461,2390807.1
ORD-000288,3,ZRV-RZ3,1,2023-03-18,2608153,2868968.3000000003
ORD-000289,1,VZL-RV3,10,2023-03-21,2782030,30602330.000000004
ORD-000290,1,FRD-GB5,1,2023-03-21,2695092,2964601.2
ORD-000290,2,ZRV-RZ3,1,2023-03-21,2608153,2868968.3000000003
ORD-000291,1,FIT-GR3,9,2023-03-24,2173461,21517263.900000002
ORD-000292,1,VZL-RV3,9,2023-03-26,2782030,27542097.000000004
ORD-000293,1,NOE-JG4,7,2023-03-27,2782030,21421631.0
ORD-000294,1,FIT-GR3,2,2023-03-29,2173461,4781614.2
ORD-000294,2,SWN-RP6,2,2023-03-29,3129784,6885524.800000001
ORD-000295,1,VZL-RV3,3,2023-03-30,2782030,9180699.0
ORD-000295,2,ZRV-RZ3,1,2023-03-30,2608153,2868968.3000000003
ORD-000295,3,HDE-ZC1,1,2023-03-30,3912230,4303453.0
ORD-000296,1,FIT-GR3,5,2023-03-30,2173461,11954035.500000002
ORD-000296,2,ZRV-RZ3,2,2023-03-30,2608153,5737936.600000001
ORD-000296,3,VZL-RV3,2,2023-03-30,2782030,6120466.000000001
ORD-000297,1,PRO-ZC5,23,2023-04-01,5650999,142970274.70000002
ORD-000297,2,RDG-YF6,5,2023-04-01,5042430,27733365.000000004
ORD-000298,1,FIT-GR3,8,2023-04-05,2173461,19126456.8
ORD-000299,1,CRV-RT5,11,2023-04-06,3303661,39974298.1
ORD-000299,2,ENP-ENP1,5,2023-04-06,4781615,26298882.500000004
ORD-000299,3,PSP-YF7,5,2023-04-06,3651415,20082782.5
ORD-000300,1,NOE-JG4,1,2023-04-08,2782030,3060233.0000000005
ORD-000301,1,FIT-GR3,3,2023-04-08,2173461,7172421.300000001
ORD-000301,2,FRD-GB5,1,2023-04-08,2695092,2964601.2
ORD-000301,3,NOE-JG4,1,2023-04-08,2782030,3060233.0000000005
ORD-000302,1,SWN-RP6,1,2023-04-08,3129784,3442762.4000000004
ORD-000303,1,NOE-JG4,4,2023-04-08,2782030,12240932.000000002
ORD-000304,1,SWN-RP6,2,2023-04-13,3129784,6885524.800000001
ORD-000304,2,HDE-ZC1,5,2023-04-13,3912230,21517265.0
ORD-000304,3,NOE-JG4,1,2023-04-13,2782030,3060233.0000000005
ORD-000305,1,FIT-GR3,6,2023-04-13,2173461,14344842.600000001
ORD-000306,1,HDE-ZC1,3,2023-04-15,3912230,12910359.000000002
ORD-000307,1,HDE-ZC1,2,2023-04-16,3912230,8606906.0
ORD-000308,1,FIT-GR3,1,2023-04-18,2173461,2390807.1
ORD-000308,2,SWN-RP6,5,2023-04-18,3129784,17213812.0
ORD-000309,1,VZL-RV3,10,2023-04-21,2782030,30602330.000000004
ORD-000310,1,HDE-ZC1,3,2023-04-23,3912230,12910359.000000002
ORD-000311,1,SWN-RP6,1,2023-04-24,3129784,3442762.4000000004
ORD-000311,2,ZRV-RZ3,1,2023-04-24,2608153,2868968.3000000003
ORD-000311,3,FIT-GR3,1,2023-04-24,2173461,2390807.1
ORD-000312,1,FIT-GR3,7,2023-04-26,2173461,16735649.700000001
ORD-000313,1,ZRV-RZ3,1,2023-04-30,2608153,2868968.3000000003
ORD-000314,1,HDE-ZC1,5,2023-04-30,3912230,21517265.0
ORD-000314,2,FIT-GR3,1,2023-04-30,2173461,2390807.1
ORD-000315,1,PRO-ZC5,29,2023-05-01,5650999,180266868.10000002
ORD-000315,2,PSP-YF7,10,2023-05-01,3651415,40165565.0
ORD-000315,3,ENP-ENP1,5,2023-05-01,4781615,26298882.500000004
ORD-000315,4,CRV-RT5,5,2023-05-01,3303661,18170135.5
ORD-000316,1,ENP-ENP1,6,2023-05-01,4781615,31558659.000000004
ORD-000316,2,ACD-CV1,15,2023-05-01,3564476,58813854.00000001
ORD-000317,1,SWN-RP6,3,2023-05-02,3129784,10328287.200000001
ORD-000318,1,ZRV-RZ3,9,2023-05-03,2608153,25820714.700000003
ORD-000318,2,VZL-RV3,1,2023-05-03,2782030,3060233.0000000005
ORD-000319,1,FRD-GB5,2,2023-05-05,2695092,5929202.4
ORD-000319,2,HDE-ZC1,2,2023-05-05,3912230,8606906.0
ORD-000319,3,ZRV-RZ3,1,2023-05-05,2608153,2868968.3000000003
ORD-000320,1,HDE-ZC1,5,2023-05-07,3912230,21517265.0
ORD-000321,1,SWN-RP6,7,2023-05-07,3129784,24099336.8
ORD-000321,2,FIT-GR3,1,2023-05-07,2173461,2390807.1
ORD-000321,3,ZRV-RZ3,2,2023-05-07,2608153,5737936.600000001
ORD-000322,1,NOE-JG4,1,2023-05-09,2782030,3060233.0000000005
ORD-000322,2,VZL-RV3,1,2023-05-09,2782030,3060233.0000000005
ORD-000322,3,ZRV-RZ3,1,2023-05-09,2608153,2868968.3000000003
ORD-000323,1,VZL-RV3,3,2023-05-11,2782030,9180699.0
ORD-000323,2,NOE-JG4,1,2023-05-11,2782030,3060233.0000000005
ORD-000324,1,ZRV-RZ3,3,2023-05-12,2608153,8606904.9
ORD-000324,2,NOE-JG4,1,2023-05-12,2782030,3060233.0000000005
ORD-000324,3,FIT-GR3,1,2023-05-12,2173461,2390807.1
ORD-000325,1,VZL-RV3,2,2023-05-12,2782030,6120466.000000001
ORD-000325,2,FIT-GR3,1,2023-05-12,2173461,2390807.1
ORD-000325,3,ZRV-RZ3,1,2023-05-12,2608153,2868968.3000000003
ORD-000326,1,FIT-GR3,1,2023-05-15,2173461,2390807.1
ORD-000326,2,VZL-RV3,1,2023-05-15,2782030,3060233.0000000005
ORD-000326,3,HDE-ZC1,1,2023-05-15,3912230,4303453.0
ORD-000327,1,PSP-YF7,22,2023-05-15,3651415,88364243.0
ORD-000327,2,RDG-YF6,5,2023-05-15,5042430,27733365.000000004
ORD-000327,3,PRO-ZC5,10,2023-05-15,5650999,62160989.00000001
ORD-000328,1,FIT-GR3,4,2023-05-16,2173461,9563228.4
ORD-000329,1,FRD-GB5,3,2023-05-20,2695092,8893803.600000001
ORD-000329,2,FIT-GR3,2,2023-05-20,2173461,4781614.2
ORD-000329,3,SWN-RP6,2,2023-05-20,3129784,6885524.800000001
ORD-000330,1,HDE-ZC1,7,2023-05-21,3912230,30124171.000000004
ORD-000331,1,NOE-JG4,3,2023-05-22,2782030,9180699.0
ORD-000332,1,NOE-JG4,1,2023-05-25,2782030,3060233.0000000005
ORD-000332,2,FIT-GR3,1,2023-05-25,2173461,2390807.1
ORD-000332,3,VZL-RV3,1,2023-05-25,2782030,3060233.0000000005
ORD-000333,1,HDE-ZC1,1,2023-05-27,3912230,4303453.0
ORD-000334,1,VZL-RV3,1,2023-05-28,2782030,3060233.0000000005
ORD-000334,2,NOE-JG4,1,2023-05-28,2782030,3060233.0000000005
ORD-000334,3,FIT-GR3,2,2023-05-28,2173461,4781614.2
ORD-000335,1,HDE-ZC1,2,2023-05-30,3912230,8606906.0
ORD-000335,2,VZL-RV3,1,2023-05-30,2782030,3060233.0000000005
ORD-000336,1,ZRV-RZ3,1,2023-06-01,2608153,2868968.3000000003
ORD-000336,2,SWN-RP6,1,2023-06-01,3129784,3442762.4000000004
ORD-000336,3,VZL-RV3,1,2023-06-01,2782030,3060233.0000000005
ORD-000337,1,HDE-ZC1,2,2023-06-01,3912230,8606906.0
ORD-000338,1,HDE-ZC1,10,2023-06-02,3912230,43034530.0
ORD-000339,1,FIT-GR3,1,2023-06-05,2173461,2390807.1
ORD-000339,2,HDE-ZC1,2,2023-06-05,3912230,8606906.0
ORD-000340,1,ENP-ENP1,5,2023-06-08,4781615,26298882.500000004
ORD-000340,2,RDG-YF6,17,2023-06-08,5042430,94293441.00000001
ORD-000340,3,PRO-ZC5,5,2023-06-08,5650999,31080494.500000004
ORD-000341,1,ACD-CV1,5,2023-06-08,3564476,19604618.0
ORD-000341,2,PRO-ZC5,5,2023-06-08,5650999,31080494.500000004
ORD-000341,3,PLT-YF3,5,2023-06-08,4520799,24864394.500000004
ORD-000341,4,PSP-YF7,5,2023-06-08,3651415,20082782.5
ORD-000342,1,HDE-ZC1,1,2023-06-09,3912230,4303453.0
ORD-000342,2,VZL-RV3,1,2023-06-09,2782030,3060233.0000000005
ORD-000343,1,HDE-ZC1,1,2023-06-09,3912230,4303453.0
ORD-000343,2,SWN-RP6,3,2023-06-09,3129784,10328287.200000001
ORD-000343,3,ZRV-RZ3,1,2023-06-09,2608153,2868968.3000000003
ORD-000344,1,FRD-GB5,5,2023-06-11,2695092,14823006.000000002
ORD-000344,2,VZL-RV3,2,2023-06-11,2782030,6120466.000000001
ORD-000345,1,NOE-JG4,8,2023-06-11,2782030,24481864.000000004
ORD-000346,1,HDE-ZC1,1,2023-06-14,3912230,4303453.0
ORD-000346,2,FIT-GR3,1,2023-06-14,2173461,2390807.1
ORD-000346,3,FRD-GB5,1,2023-06-14,2695092,2964601.2
ORD-000347,1,NOE-JG4,5,2023-06-15,2782030,15301165.000000002
ORD-000348,1,HDE-ZC1,1,2023-06-18,3912230,4303453.0
ORD-000348,2,FRD-GB5,1,2023-06-18,2695092,2964601.2
ORD-000349,1,NOE-JG4,3,2023-06-20,2782030,9180699.0
ORD-000349,2,HDE-ZC1,1,2023-06-20,3912230,4303453.0
ORD-000349,3,ZRV-RZ3,1,2023-06-20,2608153,2868968.3000000003
ORD-000350,1,FRD-GB5,3,2023-06-22,2695092,8893803.600000001
ORD-000350,2,FIT-GR3,1,2023-06-22,2173461,2390807.1
ORD-000350,3,NOE-JG4,3,2023-06-22,2782030,9180699.0
ORD-000351,1,ZRV-RZ3,9,2023-06-22,2608153,25820714.700000003
ORD-000352,1,VZL-RV3,1,2023-06-26,2782030,3060233.0000000005
ORD-000352,2,SWN-RP6,4,2023-06-26,3129784,13771049.600000001
ORD-000353,1,ZRV-RZ3,10,2023-06-27,2608153,28689683.000000004
ORD-000354,1,FRD-GB5,2,2023-06-27,2695092,5929202.4
ORD-000355,1,SWN-RP6,2,2023-06-27,3129784,6885524.800000001
ORD-000355,2,NOE-JG4,5,2023-06-27,2782030,15301165.000000002
ORD-000356,1,ZRV-RZ3,1,2023-06-28,2608153,2868968.3000000003
ORD-000356,2,FIT-GR3,1,2023-06-28,2173461,2390807.1
ORD-000357,1,PSP-YF7,39,2023-07-01,3651415,156645703.5
