id,site_id,product_id,product_group_id,dest_geo_id,vendor_tpartner_id,eff_start_date,eff_end_date,company_id,ss_policy,fallback_policy_1,repl_interval,target_inventory_qty,min_safety_stock,max_stock,stockout_tolerance_rate,stockout_tolerance_rate.1,woc_limit,permitted_var,min_sl,max_sl,db_creation_dttm,db_updation_dttm,target_doc_limit,max_doc_limit,min_doc_limit
InventoryPolicy_110,Plant_01,Spare_3,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_111,Plant_01,Spare_4,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_112,Plant_01,Spare_5,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_113,Plant_01,Spare_6,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_114,Plant_01,Spare_7,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_115,Plant_01,Spare_8,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_116,Plant_01,Spare_9,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_117,Plant_01,Spare_10,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_118,Plant_02,Spare_1,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_119,Plant_02,Spare_2,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_120,Plant_02,Spare_3,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_121,Plant_02,Spare_4,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_122,Plant_02,Spare_5,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_123,Plant_02,Spare_6,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_124,Plant_02,Spare_7,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_125,Plant_02,Spare_8,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_126,Plant_02,Spare_9,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_127,Plant_02,Spare_10,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_128,Plant_03,Spare_1,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_129,Plant_03,Spare_2,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_130,Plant_03,Spare_3,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_131,Plant_03,Spare_4,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_132,Plant_03,Spare_5,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_133,Plant_03,Spare_6,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_134,Plant_03,Spare_7,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_135,Plant_03,Spare_8,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_136,Plant_03,Spare_9,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_137,Plant_03,Spare_10,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_138,Plant_04,Spare_1,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_139,Plant_04,Spare_2,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_140,Plant_04,Spare_3,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_141,Plant_04,Spare_4,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_142,Plant_04,Spare_5,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_143,Plant_04,Spare_6,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_144,Plant_04,Spare_7,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_145,Plant_04,Spare_8,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_146,Plant_04,Spare_9,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_147,Plant_04,Spare_10,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_148,Plant_05,Spare_1,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_149,Plant_05,Spare_2,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_150,Plant_05,Spare_3,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_151,Plant_05,Spare_4,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_152,Plant_05,Spare_5,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_153,Plant_05,Spare_6,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_154,Plant_05,Spare_7,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_155,Plant_05,Spare_8,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_156,Plant_05,Spare_9,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_157,Plant_05,Spare_10,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_158,Plant_06,Spare_1,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_159,Plant_06,Spare_2,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_160,Plant_06,Spare_3,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_161,Plant_06,Spare_4,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_162,Plant_06,Spare_5,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_163,Plant_06,Spare_6,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_164,Plant_06,Spare_7,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_165,Plant_06,Spare_8,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_166,Plant_06,Spare_9,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_167,Plant_06,Spare_10,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_168,NA_DC_01,Finished_Good_000001,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_169,NA_DC_01,Finished_Good_000002,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_170,NA_DC_01,Finished_Good_000003,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_171,NA_DC_01,Finished_Good_000004,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_172,NA_DC_01,Finished_Good_000005,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_173,NA_DC_01,Finished_Good_000006,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_174,NA_DC_01,Finished_Good_000007,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_175,NA_DC_01,Finished_Good_000008,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_176,NA_DC_01,Finished_Good_000009,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_177,NA_DC_01,Finished_Good_000010,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_178,NA_DC_01,Finished_Good_000011,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_179,NA_DC_01,Finished_Good_000012,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_180,EU_DC_02,Finished_Good_000001,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_181,EU_DC_02,Finished_Good_000002,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_182,EU_DC_02,Finished_Good_000003,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_183,EU_DC_02,Finished_Good_000004,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_184,EU_DC_02,Finished_Good_000005,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_185,EU_DC_02,Finished_Good_000006,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_186,EU_DC_02,Finished_Good_000007,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_187,EU_DC_02,Finished_Good_000008,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_188,EU_DC_02,Finished_Good_000009,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_189,EU_DC_02,Finished_Good_000010,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_190,EU_DC_02,Finished_Good_000011,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_191,EU_DC_02,Finished_Good_000012,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_192,APAC_DC_03,Finished_Good_000001,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_193,APAC_DC_03,Finished_Good_000002,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_194,APAC_DC_03,Finished_Good_000003,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_195,APAC_DC_03,Finished_Good_000004,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_196,APAC_DC_03,Finished_Good_000005,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_197,APAC_DC_03,Finished_Good_000006,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_198,APAC_DC_03,Finished_Good_000007,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_199,APAC_DC_03,Finished_Good_000008,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_200,APAC_DC_03,Finished_Good_000009,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_201,APAC_DC_03,Finished_Good_000010,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_202,APAC_DC_03,Finished_Good_000011,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_203,APAC_DC_03,Finished_Good_000012,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
