cost_id,shipment_id,location_id,cost_type,cost_amount,currency,billing_date
COST-2022-339,YML-road-20220807-001,SZK,freight,205888,JPY,2022-09-30
COST-2022-340,HNL-air-20220814-001,SZK,freight,451721,JPY,2022-09-30
COST-2022-341,HNT-road-20220811-001,STM,freight,634512,JPY,2022-09-30
COST-2022-342,SEI-sea-20220804-001,STM,freight,677901,JPY,2022-09-30
COST-2022-343,HNL-air-20220808-001,HTB,freight,913815,JPY,2022-09-30
COST-2022-344,HNL-air-20220808-001,HTB,expedite,297324,JPY,2022-09-30
COST-2022-345,YML-road-20220814-001,KMM,freight,117596,JPY,2022-09-30
COST-2022-346,YML-sea-20220815-001,KMM,freight,212742,JPY,2022-09-30
COST-2022-347,HNL-sea-20220809-001,SZK,freight,154516,JPY,2022-09-30
COST-2022-348,HNT-air-20220812-001,HTB,freight,347266,JPY,2022-09-30
COST-2022-349,SEI-sea-20220819-001,HTB,freight,148499,JPY,2022-09-30
COST-2022-350,SEI-sea-20220819-001,HTB,expedite,67705,JPY,2022-09-30
COST-2022-351,SEI-sea-20220809-001,HTB,freight,290261,JPY,2022-09-30
COST-2022-352,HNT-air-20220811-001,STM,freight,460651,JPY,2022-09-30
COST-2022-353,HNL-sea-20220820-001,STM,freight,367666,JPY,2022-09-30
COST-2022-354,HNL-sea-20220820-001,STM,expedite,162881,JPY,2022-09-30
COST-2022-355,HNT-sea-20220818-001,STM,freight,239101,JPY,2022-09-30
COST-2022-356,HNT-sea-20220815-001,HMM,freight,353232,JPY,2022-09-30
COST-2022-357,YML-sea-20220816-001,SZK,freight,266724,JPY,2022-09-30
COST-2022-358,HNT-road-20220825-001,SZK,freight,200406,JPY,2022-09-30
COST-2022-359,YML-sea-20220813-001,KMM,freight,328591,JPY,2022-09-30
COST-2022-360,SEI-sea-20220821-001,KMM,freight,260274,JPY,2022-09-30
COST-2022-361,SEI-sea-20220818-001,KMM,freight,243672,JPY,2022-09-30
COST-2022-362,YML-air-20220825-001,HMM,freight,261415,JPY,2022-09-30
COST-2022-363,YML-air-20220825-001,HMM,expedite,100922,JPY,2022-09-30
COST-2022-364,YML-road-20220821-001,STM,freight,128812,JPY,2022-09-30
COST-2022-365,YML-road-20220821-001,STM,expedite,58777,JPY,2022-09-30
COST-2022-366,HNT-sea-20220820-001,HTB,freight,197052,JPY,2022-09-30
COST-2022-367,SEI-road-20220821-001,HTB,freight,158056,JPY,2022-09-30
COST-2022-368,YML-air-20220825-002,HTB,freight,555749,JPY,2022-09-30
COST-2022-369,YML-air-20220825-002,HTB,expedite,230151,JPY,2022-09-30
COST-2022-370,HNL-air-20220830-001,KMM,freight,394721,JPY,2022-09-30
COST-2022-371,HNT-sea-20220825-001,SZK,freight,348799,JPY,2022-09-30
COST-2022-372,NPL-air-20220822-001,SZK,freight,586978,JPY,2022-09-30
COST-2022-373,YML-air-20220828-001,HMM,freight,389432,JPY,2022-09-30
COST-2022-374,SEI-air-20220902-001,HMM,freight,365290,JPY,2022-10-31
COST-2022-375,SEI-air-20220828-001,HTB,freight,633106,JPY,2022-09-30
COST-2022-376,SEI-sea-20220903-001,KMM,freight,358231,JPY,2022-10-31
COST-2022-377,SEI-road-20220906-001,STM,freight,268990,JPY,2022-10-31
COST-2022-378,SEI-road-20220906-001,STM,expedite,129404,JPY,2022-10-31
COST-2022-379,YML-sea-20220902-001,SZK,freight,199793,JPY,2022-10-31
COST-2022-380,HNT-sea-20220902-001,SZK,freight,214708,JPY,2022-10-31
COST-2022-381,HNT-air-20220905-001,SZK,freight,538644,JPY,2022-10-31
COST-2022-382,HNL-road-20220904-001,KMM,freight,95925,JPY,2022-10-31
COST-2022-383,HNL-road-20220902-001,KMM,freight,131748,JPY,2022-10-31
COST-2022-384,NPL-sea-20220910-001,KMM,freight,372559,JPY,2022-10-31
COST-2022-385,SEI-road-20220907-001,HMM,freight,142098,JPY,2022-10-31
COST-2022-386,SEI-road-20220907-001,HMM,expedite,58463,JPY,2022-10-31
COST-2022-387,YML-road-20220907-001,STM,freight,474608,JPY,2022-10-31
COST-2022-388,YML-sea-20220904-001,STM,freight,622609,JPY,2022-10-31
COST-2022-389,YML-road-20220905-001,STM,freight,523124,JPY,2022-10-31
COST-2022-390,HNT-air-20220910-001,SZK,freight,639567,JPY,2022-10-31
COST-2022-391,HNT-air-20220910-001,SZK,expedite,201416,JPY,2022-10-31
COST-2022-392,YML-sea-20220909-001,SZK,freight,456639,JPY,2022-10-31
COST-2022-393,NPL-road-20220907-001,SZK,freight,480282,JPY,2022-10-31
COST-2022-394,HNT-air-20220908-001,STM,freight,538912,JPY,2022-10-31
COST-2022-395,HNT-air-20220908-001,STM,expedite,202421,JPY,2022-10-31
COST-2022-396,YML-road-20220911-001,STM,freight,275544,JPY,2022-10-31
COST-2022-397,YML-road-20220911-001,STM,expedite,134570,JPY,2022-10-31
COST-2022-398,NPL-sea-20220919-001,SZK,freight,279470,JPY,2022-10-31
COST-2022-399,SEI-air-20220909-001,HTB,freight,337118,JPY,2022-10-31
COST-2022-400,SEI-air-20220909-001,HTB,expedite,135113,JPY,2022-10-31
COST-2022-401,HNT-road-20220913-001,HMM,freight,142593,JPY,2022-10-31
COST-2022-402,YML-air-20220922-001,HMM,freight,369898,JPY,2022-10-31
COST-2022-403,YML-air-20220922-001,HMM,expedite,131445,JPY,2022-10-31
COST-2022-404,NPL-air-20220913-001,KMM,freight,411164,JPY,2022-10-31
COST-2022-405,YML-road-20220920-001,HTB,freight,255082,JPY,2022-10-31
COST-2022-406,YML-road-20220920-001,HTB,expedite,126453,JPY,2022-10-31
COST-2022-407,NPL-air-20220915-002,HTB,freight,482841,JPY,2022-10-31
COST-2022-408,NPL-sea-20220920-001,HTB,freight,375384,JPY,2022-10-31
COST-2022-409,NPL-sea-20220920-001,HTB,expedite,163146,JPY,2022-10-31
COST-2022-410,SEI-sea-20220923-001,STM,freight,352375,JPY,2022-10-31
COST-2022-411,HNT-road-20220927-001,SZK,freight,107216,JPY,2022-10-31
COST-2022-412,SEI-road-20220918-001,HTB,freight,286492,JPY,2022-10-31
COST-2022-413,HNL-air-20220923-001,HMM,freight,318405,JPY,2022-10-31
COST-2022-414,HNL-air-20220923-001,HMM,expedite,110485,JPY,2022-10-31
COST-2022-415,SEI-sea-20220924-001,HMM,freight,359119,JPY,2022-10-31
COST-2022-416,YML-road-20221007-001,KMM,freight,178151,JPY,2022-11-30
COST-2022-417,NPL-air-20221002-001,KMM,freight,433519,JPY,2022-11-30
COST-2022-418,NPL-sea-20221011-001,KMM,freight,387608,JPY,2022-11-30
COST-2022-419,NPL-sea-20221011-001,KMM,expedite,178367,JPY,2022-11-30
COST-2022-420,NPL-road-20221001-001,SZK,freight,140315,JPY,2022-11-30
COST-2022-421,NPL-road-20221001-001,SZK,expedite,42150,JPY,2022-11-30
COST-2022-422,NPL-sea-20221004-001,SZK,freight,208878,JPY,2022-11-30
COST-2022-423,NPL-sea-20221004-001,SZK,expedite,96166,JPY,2022-11-30
COST-2022-424,SEI-sea-20221003-001,SZK,freight,346197,JPY,2022-11-30
COST-2022-425,SEI-sea-20221003-001,SZK,expedite,159160,JPY,2022-11-30
COST-2022-426,HNL-road-20220926-001,STM,freight,269317,JPY,2022-10-31
COST-2022-427,HNL-road-20220929-001,HMM,freight,82517,JPY,2022-10-31
COST-2022-428,SEI-air-20220927-001,HMM,freight,433891,JPY,2022-10-31
COST-2022-429,HNL-air-20221004-001,HMM,freight,515849,JPY,2022-11-30
COST-2022-430,YML-air-20221003-001,KMM,freight,328925,JPY,2022-11-30
COST-2022-431,YML-sea-20221006-001,HTB,freight,314250,JPY,2022-11-30
COST-2022-432,YML-sea-20221006-001,HTB,expedite,124970,JPY,2022-11-30
COST-2022-433,HNT-air-20221005-001,HTB,freight,407073,JPY,2022-11-30
COST-2022-434,HNT-air-20221005-001,HTB,expedite,127830,JPY,2022-11-30
COST-2022-435,NPL-sea-20221008-001,SZK,freight,1315413,JPY,2022-11-30
COST-2022-436,HNT-air-20221002-001,STM,freight,387154,JPY,2022-11-30
COST-2022-437,YML-air-20221013-001,SZK,freight,586945,JPY,2022-11-30
COST-2022-438,HNT-sea-20221013-001,HTB,freight,332595,JPY,2022-11-30
COST-2022-439,HNT-sea-20221013-001,HTB,expedite,114383,JPY,2022-11-30
COST-2022-440,YML-road-20221010-001,HMM,freight,262220,JPY,2022-11-30
COST-2022-441,HNT-sea-20221021-001,STM,freight,200610,JPY,2022-11-30
COST-2022-442,HNT-sea-20221021-001,STM,expedite,69875,JPY,2022-11-30
COST-2022-443,NPL-sea-20221014-001,STM,freight,244827,JPY,2022-11-30
COST-2022-444,HNL-road-20221015-001,STM,freight,156580,JPY,2022-11-30
COST-2022-445,YML-air-20221016-001,SZK,freight,399593,JPY,2022-11-30
COST-2022-446,HNT-air-20221026-001,KMM,freight,482486,JPY,2022-11-30
COST-2022-447,HNT-air-20221026-001,KMM,expedite,188337,JPY,2022-11-30
COST-2022-448,HNT-sea-20221014-001,KMM,freight,252038,JPY,2022-11-30
COST-2022-449,NPL-air-20221024-001,HTB,freight,457006,JPY,2022-11-30
COST-2022-450,NPL-air-20221024-001,HTB,expedite,196310,JPY,2022-11-30
COST-2022-451,HNL-air-20221031-001,SZK,freight,247944,JPY,2022-12-31
COST-2022-452,HNL-air-20221031-001,SZK,expedite,79041,JPY,2022-12-31
COST-2022-453,SEI-road-20221015-002,HMM,freight,103463,JPY,2022-11-30
COST-2022-454,HNT-sea-20221025-001,HMM,freight,314215,JPY,2022-11-30
COST-2022-455,HNT-sea-20221025-001,HMM,expedite,138554,JPY,2022-11-30
COST-2022-456,SEI-road-20221022-001,HMM,freight,265759,JPY,2022-11-30
COST-2022-457,NPL-road-20221020-001,STM,freight,430393,JPY,2022-11-30
COST-2022-458,SEI-air-20221021-001,STM,freight,638208,JPY,2022-11-30
COST-2022-459,HNT-air-20221025-001,STM,freight,724094,JPY,2022-11-30
COST-2022-460,HNT-air-20221025-001,STM,expedite,281513,JPY,2022-11-30
COST-2022-461,HNL-sea-20221018-001,KMM,freight,209157,JPY,2022-11-30
COST-2022-462,HNT-sea-20221020-001,STM,freight,249623,JPY,2022-11-30
COST-2022-463,HNT-sea-20221020-001,STM,expedite,114603,JPY,2022-11-30
COST-2022-464,SEI-sea-20221026-001,HMM,freight,226624,JPY,2022-11-30
COST-2022-465,SEI-sea-20221026-001,HMM,expedite,89685,JPY,2022-11-30
COST-2022-466,YML-sea-20221023-001,HMM,freight,319849,JPY,2022-11-30
COST-2022-467,HNL-road-20221029-001,HTB,freight,152990,JPY,2022-11-30
COST-2022-468,NPL-air-20221029-001,HTB,freight,420559,JPY,2022-11-30
COST-2022-469,NPL-air-20221029-001,HTB,expedite,138090,JPY,2022-11-30
COST-2022-470,HNT-sea-20221028-001,HTB,freight,341891,JPY,2022-11-30
COST-2022-471,HNL-sea-20221025-001,SZK,freight,426151,JPY,2022-11-30
COST-2022-472,SEI-sea-20221102-001,KMM,freight,323094,JPY,2022-12-31
COST-2022-473,SEI-air-20221104-001,KMM,freight,476270,JPY,2022-12-31
COST-2022-474,YML-air-20221102-001,KMM,freight,333304,JPY,2022-12-31
COST-2022-475,YML-air-20221102-001,KMM,expedite,140782,JPY,2022-12-31
COST-2022-476,SEI-road-20221030-001,STM,freight,264743,JPY,2022-11-30
COST-2022-477,SEI-road-20221030-001,STM,expedite,83543,JPY,2022-11-30
COST-2022-478,YML-air-20221101-001,STM,freight,524791,JPY,2022-12-31
COST-2022-479,YML-air-20221101-001,STM,expedite,188507,JPY,2022-12-31
COST-2022-480,YML-air-20221103-001,HTB,freight,386657,JPY,2022-12-31
COST-2022-481,SEI-air-20221105-001,HTB,freight,394569,JPY,2022-12-31
COST-2022-482,SEI-air-20221105-001,HTB,expedite,176202,JPY,2022-12-31
COST-2022-483,HNT-sea-20221112-001,KMM,freight,240747,JPY,2022-12-31
COST-2022-484,HNL-air-20221103-001,HMM,freight,513798,JPY,2022-12-31
COST-2022-485,HNL-sea-20221104-001,HTB,freight,598393,JPY,2022-12-31
COST-2022-486,HNL-sea-20221104-001,HTB,expedite,248483,JPY,2022-12-31
COST-2022-487,HNL-air-20221109-001,HTB,freight,590372,JPY,2022-12-31
COST-2022-488,HNL-air-20221109-001,HTB,expedite,263090,JPY,2022-12-31
COST-2022-489,YML-air-20221105-001,HTB,freight,820368,JPY,2022-12-31
COST-2022-490,YML-air-20221105-001,HTB,expedite,353868,JPY,2022-12-31
COST-2022-491,SEI-air-20221105-002,SZK,freight,396328,JPY,2022-12-31
COST-2022-492,NPL-sea-20221113-001,HTB,freight,298632,JPY,2022-12-31
COST-2022-493,HNL-air-20221113-001,STM,freight,330107,JPY,2022-12-31
COST-2022-494,HNT-road-20221117-001,STM,freight,186173,JPY,2022-12-31
COST-2022-495,HNT-road-20221117-001,STM,expedite,74548,JPY,2022-12-31
COST-2022-496,HNT-air-20221116-001,KMM,freight,398572,JPY,2022-12-31
COST-2022-497,YML-air-20221125-001,KMM,freight,385300,JPY,2022-12-31
COST-2022-498,HNL-road-20221118-001,KMM,freight,277306,JPY,2022-12-31
COST-2022-499,YML-air-20221118-001,HMM,freight,326525,JPY,2022-12-31
COST-2022-500,HNL-sea-20221124-001,SZK,freight,224272,JPY,2022-12-31
COST-2022-501,HNL-air-20221126-001,STM,freight,415469,JPY,2022-12-31
COST-2022-502,HNL-air-20221126-001,STM,expedite,144878,JPY,2022-12-31
COST-2022-503,NPL-air-20221122-001,HTB,freight,439083,JPY,2022-12-31
COST-2022-504,NPL-air-20221122-001,HTB,expedite,181635,JPY,2022-12-31
COST-2022-505,NPL-road-20221118-001,STM,freight,338975,JPY,2022-12-31
COST-2022-506,HNL-road-20221118-002,STM,freight,359156,JPY,2022-12-31
COST-2022-507,HNL-road-20221118-002,STM,expedite,109840,JPY,2022-12-31
COST-2022-508,NPL-air-20221117-001,STM,freight,769272,JPY,2022-12-31
COST-2022-509,SEI-road-20221124-001,SZK,freight,264854,JPY,2022-12-31
COST-2022-510,HNT-road-20221127-001,SZK,freight,300112,JPY,2022-12-31
COST-2022-511,HNT-road-20221127-001,SZK,expedite,109334,JPY,2022-12-31
COST-2022-512,YML-air-20221125-002,HMM,freight,365919,JPY,2022-12-31
COST-2022-513,YML-sea-20221120-001,HMM,freight,219212,JPY,2022-12-31
COST-2022-514,NPL-sea-20221126-001,STM,freight,258054,JPY,2022-12-31
COST-2022-515,HNL-air-20221126-002,STM,freight,413647,JPY,2022-12-31
COST-2023-001,NPL-air-20221208-001,KMM,freight,267181,JPY,2023-01-31
COST-2022-516,HNT-air-20221121-001,KMM,freight,235645,JPY,2022-12-31
COST-2023-002,NPL-air-20221204-001,KMM,freight,472785,JPY,2023-01-31
COST-2022-517,SEI-road-20221126-001,SZK,freight,219507,JPY,2022-12-31
COST-2023-003,HNT-road-20221201-001,SZK,freight,181413,JPY,2023-01-31
COST-2022-518,YML-sea-20221128-001,HTB,freight,173884,JPY,2022-12-31
COST-2023-004,NPL-air-20221216-001,KMM,freight,266424,JPY,2023-01-31
COST-2023-005,NPL-air-20221216-001,KMM,expedite,126623,JPY,2023-01-31
COST-2023-006,HNT-road-20221210-001,STM,freight,112830,JPY,2023-01-31
COST-2023-007,HNT-road-20221210-001,STM,expedite,44883,JPY,2023-01-31
COST-2023-008,NPL-road-20221202-001,STM,freight,106987,JPY,2023-01-31
COST-2023-009,HNT-sea-20221208-001,STM,freight,247462,JPY,2023-01-31
COST-2023-010,HNT-sea-20221208-001,STM,expedite,104079,JPY,2023-01-31
COST-2023-011,NPL-air-20221208-002,HMM,freight,282295,JPY,2023-01-31
COST-2023-012,NPL-air-20221208-002,HMM,expedite,118743,JPY,2023-01-31
COST-2023-013,NPL-sea-20221206-001,HTB,freight,333751,JPY,2023-01-31
COST-2023-014,HNT-sea-20221211-001,KMM,freight,233813,JPY,2023-01-31
COST-2023-015,SEI-road-20221210-001,KMM,freight,235171,JPY,2023-01-31
COST-2023-016,HNT-road-20221221-001,SZK,freight,125734,JPY,2023-01-31
COST-2023-017,HNT-road-20221221-001,SZK,expedite,41222,JPY,2023-01-31
COST-2023-018,NPL-sea-20221206-002,SZK,freight,186275,JPY,2023-01-31
COST-2023-019,HNL-sea-20221206-001,SZK,freight,244016,JPY,2023-01-31
COST-2023-020,HNT-air-20221209-001,HMM,freight,284579,JPY,2023-01-31
COST-2023-021,HNT-sea-20221207-001,HMM,freight,255251,JPY,2023-01-31
COST-2023-022,YML-road-20221205-002,HMM,freight,214014,JPY,2023-01-31
COST-2023-023,YML-air-20221217-001,STM,freight,404497,JPY,2023-01-31
COST-2023-024,YML-air-20221217-001,STM,expedite,126152,JPY,2023-01-31
COST-2023-025,HNL-road-20221217-001,KMM,freight,161390,JPY,2023-01-31
COST-2023-026,HNL-air-20221215-001,KMM,freight,468687,JPY,2023-01-31
COST-2023-027,HNT-road-20221215-001,HTB,freight,167694,JPY,2023-01-31
COST-2023-028,HNT-sea-20221219-001,HTB,freight,355314,JPY,2023-01-31
COST-2023-029,YML-air-20221219-001,HTB,freight,303334,JPY,2023-01-31
COST-2023-030,YML-air-20221219-001,HTB,expedite,137086,JPY,2023-01-31
COST-2023-031,HNL-air-20221215-002,HMM,freight,607578,JPY,2023-01-31
COST-2023-032,YML-road-20221219-001,HTB,freight,776732,JPY,2023-01-31
COST-2023-033,YML-road-20221219-001,HTB,expedite,365756,JPY,2023-01-31
COST-2023-034,HNT-sea-20221217-001,STM,freight,296495,JPY,2023-01-31
COST-2023-035,NPL-road-20221223-001,SZK,freight,104360,JPY,2023-01-31
COST-2023-036,SEI-air-20221220-001,HTB,freight,251208,JPY,2023-01-31
COST-2023-037,SEI-air-20221220-001,HTB,expedite,119334,JPY,2023-01-31
COST-2023-038,NPL-sea-20221220-001,HTB,freight,336994,JPY,2023-01-31
COST-2023-039,NPL-sea-20221220-001,HTB,expedite,131088,JPY,2023-01-31
COST-2023-040,YML-air-20221221-001,HTB,freight,392405,JPY,2023-01-31
COST-2023-041,YML-air-20221221-001,HTB,expedite,140726,JPY,2023-01-31
COST-2023-042,SEI-sea-20221221-001,HMM,freight,223217,JPY,2023-01-31
COST-2023-043,SEI-air-20221220-002,HMM,freight,447340,JPY,2023-01-31
COST-2023-044,YML-sea-20221222-001,STM,freight,313119,JPY,2023-01-31
COST-2023-045,YML-sea-20221222-001,STM,expedite,148220,JPY,2023-01-31
COST-2023-046,YML-sea-20221224-001,KMM,freight,491489,JPY,2023-01-31
COST-2023-047,HNT-air-20221224-001,HTB,freight,447386,JPY,2023-01-31
COST-2023-048,HNT-sea-20230111-001,SZK,freight,150107,JPY,2023-02-28
COST-2023-049,HNT-sea-20230111-001,SZK,expedite,62209,JPY,2023-02-28
COST-2023-050,SEI-road-20221228-001,SZK,freight,138307,JPY,2023-01-31
COST-2023-051,HNL-air-20230105-001,SZK,freight,564282,JPY,2023-02-28
COST-2023-052,SEI-road-20230111-001,HMM,freight,137794,JPY,2023-02-28
COST-2023-053,SEI-road-20230111-001,HMM,expedite,55097,JPY,2023-02-28
COST-2023-054,HNL-road-20230102-001,STM,freight,173941,JPY,2023-02-28
COST-2023-055,HNT-sea-20221231-001,STM,freight,154616,JPY,2023-02-28
COST-2023-056,YML-road-20230105-001,STM,freight,184255,JPY,2023-02-28
COST-2023-057,YML-road-20230105-001,STM,expedite,56007,JPY,2023-02-28
COST-2023-058,NPL-sea-20230102-001,HTB,freight,216809,JPY,2023-02-28
COST-2023-059,HNL-sea-20230117-001,SZK,freight,289723,JPY,2023-02-28
COST-2023-060,HNL-sea-20230117-001,SZK,expedite,132197,JPY,2023-02-28
COST-2023-061,NPL-sea-20230117-001,SZK,freight,338554,JPY,2023-02-28
COST-2023-062,NPL-sea-20230117-001,SZK,expedite,139685,JPY,2023-02-28
COST-2023-063,SEI-air-20230113-001,KMM,freight,239700,JPY,2023-02-28
COST-2023-064,NPL-road-20230112-001,KMM,freight,75544,JPY,2023-02-28
COST-2023-065,SEI-sea-20230101-001,KMM,freight,210070,JPY,2023-02-28
COST-2023-066,HNT-air-20230104-001,STM,freight,665837,JPY,2023-02-28
COST-2023-067,YML-road-20230103-001,STM,freight,498143,JPY,2023-02-28
COST-2023-068,HNT-sea-20230106-001,STM,freight,538491,JPY,2023-02-28
COST-2023-069,HNT-sea-20230106-001,STM,expedite,162029,JPY,2023-02-28
COST-2023-070,YML-sea-20230109-001,SZK,freight,744355,JPY,2023-02-28
COST-2023-071,YML-sea-20230109-001,SZK,expedite,353164,JPY,2023-02-28
COST-2023-072,HNL-road-20230107-001,HMM,freight,152049,JPY,2023-02-28
COST-2023-073,HNL-sea-20230109-001,HTB,freight,331477,JPY,2023-02-28
COST-2023-074,HNT-road-20230111-001,HTB,freight,294908,JPY,2023-02-28
COST-2023-075,HNT-road-20230111-001,HTB,expedite,126633,JPY,2023-02-28
COST-2023-076,SEI-road-20230119-001,STM,freight,148902,JPY,2023-02-28
COST-2023-077,SEI-road-20230119-001,STM,expedite,70656,JPY,2023-02-28
COST-2023-078,HNT-road-20230118-001,STM,freight,152874,JPY,2023-02-28
COST-2023-079,HNT-road-20230118-001,STM,expedite,70465,JPY,2023-02-28
COST-2023-080,HNT-sea-20230110-001,STM,freight,273850,JPY,2023-02-28
COST-2023-081,YML-road-20230109-001,SZK,freight,126401,JPY,2023-02-28
COST-2023-082,YML-air-20230109-001,SZK,freight,346023,JPY,2023-02-28
COST-2023-083,HNL-road-20230115-001,SZK,freight,187206,JPY,2023-02-28
COST-2023-084,HNL-sea-20230120-001,HMM,freight,217016,JPY,2023-02-28
COST-2023-085,HNL-sea-20230120-001,HMM,expedite,71626,JPY,2023-02-28
COST-2023-086,HNT-sea-20230118-001,HMM,freight,213295,JPY,2023-02-28
COST-2023-087,HNT-sea-20230118-001,HMM,expedite,104483,JPY,2023-02-28
COST-2023-088,HNL-sea-20230111-001,HMM,freight,333154,JPY,2023-02-28
COST-2023-089,YML-sea-20230118-001,KMM,freight,311201,JPY,2023-02-28
COST-2023-090,SEI-air-20230114-001,KMM,freight,526333,JPY,2023-02-28
COST-2023-091,YML-sea-20230122-001,SZK,freight,161970,JPY,2023-02-28
COST-2023-092,SEI-road-20230115-001,HMM,freight,309281,JPY,2023-02-28
COST-2023-093,HNL-sea-20230127-001,STM,freight,332388,JPY,2023-02-28
COST-2023-094,HNL-sea-20230127-001,STM,expedite,130066,JPY,2023-02-28
COST-2023-095,HNL-road-20230124-001,HTB,freight,107625,JPY,2023-02-28
COST-2023-096,HNT-sea-20230208-001,KMM,freight,272377,JPY,2023-03-31
COST-2023-097,HNT-air-20230129-001,HTB,freight,1117411,JPY,2023-02-28
COST-2023-098,HNT-air-20230129-001,HTB,expedite,392022,JPY,2023-02-28
COST-2023-099,NPL-air-20230202-001,HTB,freight,357570,JPY,2023-03-31
COST-2023-100,NPL-air-20230202-001,HTB,expedite,126620,JPY,2023-03-31
COST-2023-101,NPL-sea-20230202-001,HTB,freight,195669,JPY,2023-03-31
COST-2023-102,NPL-sea-20230202-001,HTB,expedite,83826,JPY,2023-03-31
COST-2023-103,HNT-sea-20230129-001,HTB,freight,287044,JPY,2023-02-28
COST-2023-104,NPL-air-20230201-001,HMM,freight,651466,JPY,2023-03-31
COST-2023-105,NPL-air-20230201-001,HMM,expedite,321072,JPY,2023-03-31
COST-2023-106,NPL-sea-20230201-001,SZK,freight,305279,JPY,2023-03-31
COST-2023-107,NPL-sea-20230201-001,SZK,expedite,139119,JPY,2023-03-31
COST-2023-108,HNT-sea-20230205-001,STM,freight,331746,JPY,2023-03-31
COST-2023-109,HNT-sea-20230205-001,STM,expedite,112534,JPY,2023-03-31
COST-2023-110,YML-sea-20230209-001,STM,freight,326888,JPY,2023-03-31
COST-2023-111,YML-sea-20230209-001,STM,expedite,137543,JPY,2023-03-31
COST-2023-112,NPL-air-20230210-001,STM,freight,383414,JPY,2023-03-31
COST-2023-113,NPL-air-20230210-001,STM,expedite,189695,JPY,2023-03-31
COST-2023-114,HNT-air-20230201-001,KMM,freight,372376,JPY,2023-03-31
COST-2023-115,HNT-air-20230211-001,KMM,freight,569844,JPY,2023-03-31
COST-2023-116,NPL-road-20230202-001,SZK,freight,317301,JPY,2023-03-31
COST-2023-117,SEI-road-20230201-001,SZK,freight,335645,JPY,2023-03-31
COST-2023-118,YML-road-20230206-001,HTB,freight,107240,JPY,2023-03-31
COST-2023-119,SEI-sea-20230204-001,HTB,freight,234867,JPY,2023-03-31
COST-2023-120,SEI-sea-20230208-001,HTB,freight,312072,JPY,2023-03-31
COST-2023-121,SEI-sea-20230209-001,HMM,freight,270756,JPY,2023-03-31
COST-2023-122,SEI-sea-20230209-001,HMM,expedite,114814,JPY,2023-03-31
COST-2023-123,YML-road-20230208-001,HMM,freight,190370,JPY,2023-03-31
COST-2023-124,YML-road-20230208-001,HMM,expedite,78418,JPY,2023-03-31
COST-2023-125,SEI-air-20230202-001,HMM,freight,478681,JPY,2023-03-31
COST-2023-126,NPL-air-20230207-001,SZK,freight,366301,JPY,2023-03-31
COST-2023-127,NPL-sea-20230213-001,STM,freight,704497,JPY,2023-03-31
COST-2023-128,HNL-sea-20230219-001,STM,freight,795163,JPY,2023-03-31
COST-2023-129,HNL-sea-20230219-001,STM,expedite,359528,JPY,2023-03-31
COST-2023-130,SEI-road-20230213-001,STM,freight,353248,JPY,2023-03-31
COST-2023-131,HNL-sea-20230215-001,KMM,freight,252055,JPY,2023-03-31
COST-2023-132,YML-sea-20230209-002,KMM,freight,373971,JPY,2023-03-31
COST-2023-133,YML-road-20230221-001,HTB,freight,136010,JPY,2023-03-31
COST-2023-134,YML-road-20230221-001,HTB,expedite,52227,JPY,2023-03-31
COST-2023-135,SEI-road-20230218-001,HTB,freight,194396,JPY,2023-03-31
COST-2023-136,HNL-sea-20230213-001,SZK,freight,383700,JPY,2023-03-31
COST-2023-137,YML-road-20230216-001,HMM,freight,194701,JPY,2023-03-31
COST-2023-138,HNL-sea-20230220-001,HMM,freight,319341,JPY,2023-03-31
COST-2023-139,HNL-air-20230221-001,STM,freight,665426,JPY,2023-03-31
COST-2023-140,HNL-air-20230221-001,STM,expedite,278864,JPY,2023-03-31
COST-2023-141,HNT-road-20230219-001,HTB,freight,125278,JPY,2023-03-31
COST-2023-142,HNL-air-20230227-001,KMM,freight,401911,JPY,2023-03-31
COST-2023-143,SEI-air-20230222-001,KMM,freight,385995,JPY,2023-03-31
COST-2023-144,HNT-air-20230222-001,SZK,freight,308080,JPY,2023-03-31
COST-2023-145,HNL-road-20230221-001,SZK,freight,118372,JPY,2023-03-31
COST-2023-146,HNL-air-20230303-001,HTB,freight,462187,JPY,2023-04-30
COST-2023-147,YML-sea-20230306-001,HTB,freight,244024,JPY,2023-04-30
COST-2023-148,YML-sea-20230306-001,HTB,expedite,111736,JPY,2023-04-30
COST-2023-149,NPL-air-20230303-001,HTB,freight,376597,JPY,2023-04-30
COST-2023-150,NPL-road-20230307-001,HMM,freight,169896,JPY,2023-04-30
COST-2023-151,NPL-air-20230304-001,STM,freight,498966,JPY,2023-04-30
COST-2023-152,HNT-road-20230304-001,STM,freight,87299,JPY,2023-04-30
COST-2023-153,HNT-sea-20230309-001,STM,freight,323882,JPY,2023-04-30
COST-2023-154,YML-air-20230308-001,HTB,freight,421663,JPY,2023-04-30
COST-2023-155,YML-air-20230308-001,HTB,expedite,126867,JPY,2023-04-30
COST-2023-156,NPL-road-20230302-001,HTB,freight,289995,JPY,2023-04-30
COST-2023-157,SEI-road-20230318-001,KMM,freight,225765,JPY,2023-04-30
COST-2023-158,SEI-road-20230318-001,KMM,expedite,111166,JPY,2023-04-30
COST-2023-159,SEI-road-20230313-001,STM,freight,172949,JPY,2023-04-30
