shipment_id,order_id,line_number,product_id,quantity,carrier_name,transportation_mode,planned_ship_date,actual_ship_timestamp,expected_ship_date,actual_arrival_timestamp,delivery_status
YML-air-20221118-001,ORD-000205,3,FIT-GR3,1,ヤマトロジスティクス,air,2022-11-18,2022-11-18 22:33:40,2022-11-18,2022-11-20 09:19:40,delivered
HNL-sea-20221124-001,ORD-000206,1,HDE-ZC1,1,ホンダロジスティクス,sea,2022-11-24,2022-11-25 09:20:14,2022-11-24,2022-12-01 22:20:14,delivered
HNL-sea-20221124-001,ORD-000206,2,SWN-RP6,1,ホンダロジスティクス,sea,2022-11-24,2022-11-25 09:20:14,2022-11-24,2022-12-01 22:20:14,delivered
HNL-sea-20221124-001,ORD-000206,3,ZRV-RZ3,1,ホンダロジスティクス,sea,2022-11-24,2022-11-25 09:20:14,2022-11-24,2022-12-01 22:20:14,delivered
HNL-air-20221126-001,ORD-000207,1,NOE-JG4,4,ホンダロジスティクス,air,2022-11-26,2022-11-26 23:47:39,2022-11-26,2022-12-01 14:13:39,delayed
HNL-air-20221126-001,ORD-000207,2,FRD-GB5,2,ホンダロジスティクス,air,2022-11-26,2022-11-26 23:47:39,2022-11-26,2022-12-01 14:13:39,delayed
NPL-air-20221122-001,ORD-000208,1,VZL-RV3,7,日本通運,air,2022-11-22,2022-11-22 17:58:22,2022-11-22,2022-11-28 03:35:22,delayed
NPL-road-20221118-001,ORD-000209,1,ENP-ENP1,7,日本通運,road,2022-11-18,2022-11-18 20:19:54,2022-11-18,2022-11-20 09:02:54,delivered
NPL-road-20221118-001,ORD-000209,2,ODY-RC1,1,日本通運,road,2022-11-18,2022-11-18 20:19:54,2022-11-18,2022-11-20 09:02:54,delivered
NPL-road-20221118-001,ORD-000209,3,CRV-RT5,1,日本通運,road,2022-11-18,2022-11-18 20:19:54,2022-11-18,2022-11-20 09:02:54,delivered
NPL-road-20221118-001,ORD-000209,4,ACD-CV1,1,日本通運,road,2022-11-18,2022-11-18 20:19:54,2022-11-18,2022-11-20 09:02:54,delivered
HNL-road-20221118-002,ORD-000209,1,ENP-ENP1,7,ホンダロジスティクス,road,2022-11-18,2022-11-18 22:12:54,2022-11-18,2022-11-24 11:02:54,delayed
HNL-road-20221118-002,ORD-000209,2,ODY-RC1,1,ホンダロジスティクス,road,2022-11-18,2022-11-18 22:12:54,2022-11-18,2022-11-24 11:02:54,delayed
HNL-road-20221118-002,ORD-000209,3,CRV-RT5,1,ホンダロジスティクス,road,2022-11-18,2022-11-18 22:12:54,2022-11-18,2022-11-24 11:02:54,delayed
HNL-road-20221118-002,ORD-000209,4,ACD-CV1,1,ホンダロジスティクス,road,2022-11-18,2022-11-18 22:12:54,2022-11-18,2022-11-24 11:02:54,delayed
NPL-air-20221117-001,ORD-000209,1,ENP-ENP1,9,日本通運,air,2022-11-17,2022-11-18 01:57:54,2022-11-17,2022-11-21 15:36:54,delivered
NPL-air-20221117-001,ORD-000209,2,ODY-RC1,3,日本通運,air,2022-11-17,2022-11-18 01:57:54,2022-11-17,2022-11-21 15:36:54,delivered
NPL-air-20221117-001,ORD-000209,3,CRV-RT5,3,日本通運,air,2022-11-17,2022-11-18 01:57:54,2022-11-17,2022-11-21 15:36:54,delivered
NPL-air-20221117-001,ORD-000209,4,ACD-CV1,3,日本通運,air,2022-11-17,2022-11-18 01:57:54,2022-11-17,2022-11-21 15:36:54,delivered
SEI-road-20221124-001,ORD-000210,1,ODY-RC1,7,西濃運輸,road,2022-11-24,2022-11-25 01:48:32,2022-11-24,2022-11-26 19:11:32,delivered
HNT-road-20221127-001,ORD-000210,1,ODY-RC1,8,ホンダトランスポート,road,2022-11-27,2022-11-28 07:11:32,2022-11-27,2022-12-01 23:44:32,delayed
YML-air-20221125-002,ORD-000211,1,SWN-RP6,2,ヤマトロジスティクス,air,2022-11-25,2022-11-25 19:10:15,2022-11-25,2022-11-28 07:45:15,delivered
YML-sea-20221120-001,ORD-000211,1,SWN-RP6,2,ヤマトロジスティクス,sea,2022-11-20,2022-11-20 22:16:15,2022-11-20,2022-11-27 07:31:15,delivered
YML-sea-20221120-001,ORD-000211,2,FRD-GB5,1,ヤマトロジスティクス,sea,2022-11-20,2022-11-20 22:16:15,2022-11-20,2022-11-27 07:31:15,delivered
NPL-sea-20221126-001,ORD-000212,1,SWN-RP6,3,日本通運,sea,2022-11-26,2022-11-26 19:29:51,2022-11-26,2022-12-01 12:46:51,delivered
HNL-air-20221126-002,ORD-000212,1,SWN-RP6,3,ホンダロジスティクス,air,2022-11-26,2022-11-26 18:07:51,2022-11-26,2022-12-01 03:23:51,delivered
NPL-air-20221208-001,ORD-000213,1,ZRV-RZ3,1,日本通運,air,2022-12-08,2022-12-09 04:03:48,2022-12-08,2022-12-10 17:44:48,delivered
HNT-air-20221121-001,ORD-000213,1,ZRV-RZ3,1,ホンダトランスポート,air,2022-11-21,2022-11-22 03:07:48,2022-11-21,2022-11-25 16:45:48,delivered
NPL-air-20221204-001,ORD-000213,1,ZRV-RZ3,3,日本通運,air,2022-12-04,2022-12-04 23:48:48,2022-12-04,2022-12-06 17:04:48,delivered
NPL-air-20221204-001,ORD-000213,2,HDE-ZC1,1,日本通運,air,2022-12-04,2022-12-04 23:48:48,2022-12-04,2022-12-06 17:04:48,delivered
SEI-road-20221126-001,ORD-000214,1,SWN-RP6,1,西濃運輸,road,2022-11-26,2022-11-27 03:41:56,2022-11-26,2022-11-29 14:35:56,delivered
SEI-road-20221126-001,ORD-000214,2,NOE-JG4,1,西濃運輸,road,2022-11-26,2022-11-27 03:41:56,2022-11-26,2022-11-29 14:35:56,delivered
SEI-road-20221126-001,ORD-000214,3,FRD-GB5,1,西濃運輸,road,2022-11-26,2022-11-27 03:41:56,2022-11-26,2022-11-29 14:35:56,delivered
HNT-road-20221201-001,ORD-000214,1,SWN-RP6,1,ホンダトランスポート,road,2022-12-01,2022-12-02 02:07:56,2022-12-01,2022-12-07 16:14:56,delivered
HNT-road-20221201-001,ORD-000214,2,NOE-JG4,1,ホンダトランスポート,road,2022-12-01,2022-12-02 02:07:56,2022-12-01,2022-12-07 16:14:56,delivered
HNT-road-20221201-001,ORD-000214,3,FRD-GB5,2,ホンダトランスポート,road,2022-12-01,2022-12-02 02:07:56,2022-12-01,2022-12-07 16:14:56,delivered
YML-sea-20221128-001,ORD-000215,1,FIT-GR3,1,ヤマトロジスティクス,sea,2022-11-28,2022-11-29 02:39:22,2022-11-28,2022-12-02 16:19:22,delivered
YML-sea-20221128-001,ORD-000215,2,HDE-ZC1,1,ヤマトロジスティクス,sea,2022-11-28,2022-11-29 02:39:22,2022-11-28,2022-12-02 16:19:22,delivered
NPL-air-20221216-001,ORD-000216,1,ZRV-RZ3,1,日本通運,air,2022-12-16,2022-12-17 01:47:11,2022-12-16,2022-12-22 15:44:11,delayed
HNT-road-20221210-001,ORD-000217,1,HDE-ZC1,2,ホンダトランスポート,road,2022-12-10,2022-12-11 01:38:28,2022-12-10,2022-12-13 12:38:28,delayed
NPL-road-20221202-001,ORD-000217,1,HDE-ZC1,2,日本通運,road,2022-12-02,2022-12-03 05:44:28,2022-12-02,2022-12-05 13:59:28,delivered
HNT-sea-20221208-001,ORD-000217,1,HDE-ZC1,4,ホンダトランスポート,sea,2022-12-08,2022-12-09 00:19:28,2022-12-08,2022-12-14 15:52:28,delayed
NPL-air-20221208-002,ORD-000218,1,VZL-RV3,1,日本通運,air,2022-12-08,2022-12-09 01:56:22,2022-12-08,2022-12-14 11:58:22,delayed
NPL-air-20221208-002,ORD-000218,2,ZRV-RZ3,1,日本通運,air,2022-12-08,2022-12-09 01:56:22,2022-12-08,2022-12-14 11:58:22,delayed
NPL-sea-20221206-001,ORD-000219,1,SWN-RP6,1,日本通運,sea,2022-12-06,2022-12-07 03:24:53,2022-12-06,2022-12-09 16:35:53,delivered
NPL-sea-20221206-001,ORD-000219,2,VZL-RV3,1,日本通運,sea,2022-12-06,2022-12-07 03:24:53,2022-12-06,2022-12-09 16:35:53,delivered
NPL-sea-20221206-001,ORD-000219,3,HDE-ZC1,1,日本通運,sea,2022-12-06,2022-12-07 03:24:53,2022-12-06,2022-12-09 16:35:53,delivered
HNT-sea-20221211-001,ORD-000220,1,ZRV-RZ3,1,ホンダトランスポート,sea,2022-12-11,2022-12-12 02:28:04,2022-12-11,2022-12-16 12:02:04,delivered
HNT-sea-20221211-001,ORD-000220,2,VZL-RV3,1,ホンダトランスポート,sea,2022-12-11,2022-12-12 02:28:04,2022-12-11,2022-12-16 12:02:04,delivered
HNT-sea-20221211-001,ORD-000220,3,SWN-RP6,1,ホンダトランスポート,sea,2022-12-11,2022-12-12 02:28:04,2022-12-11,2022-12-16 12:02:04,delivered
SEI-road-20221210-001,ORD-000220,1,ZRV-RZ3,2,西濃運輸,road,2022-12-10,2022-12-11 03:46:04,2022-12-10,2022-12-15 21:02:04,delivered
SEI-road-20221210-001,ORD-000220,2,VZL-RV3,2,西濃運輸,road,2022-12-10,2022-12-11 03:46:04,2022-12-10,2022-12-15 21:02:04,delivered
SEI-road-20221210-001,ORD-000220,3,SWN-RP6,1,西濃運輸,road,2022-12-10,2022-12-11 03:46:04,2022-12-10,2022-12-15 21:02:04,delivered
HNT-road-20221221-001,ORD-000221,1,VZL-RV3,2,ホンダトランスポート,road,2022-12-21,2022-12-22 01:46:44,2022-12-21,2022-12-28 17:51:44,delayed
NPL-sea-20221206-002,ORD-000221,1,VZL-RV3,2,日本通運,sea,2022-12-06,2022-12-06 21:44:44,2022-12-06,2022-12-10 08:48:44,delivered
HNL-sea-20221206-001,ORD-000221,1,VZL-RV3,2,ホンダロジスティクス,sea,2022-12-06,2022-12-06 23:49:44,2022-12-06,2022-12-12 07:59:44,delivered
HNT-air-20221209-001,ORD-000222,1,HDE-ZC1,3,ホンダトランスポート,air,2022-12-09,2022-12-09 22:23:29,2022-12-09,2022-12-15 13:19:29,delivered
HNT-sea-20221207-001,ORD-000222,1,HDE-ZC1,3,ホンダトランスポート,sea,2022-12-07,2022-12-08 01:00:29,2022-12-07,2022-12-10 17:11:29,delivered
YML-road-20221205-002,ORD-000222,1,HDE-ZC1,3,ヤマトロジスティクス,road,2022-12-05,2022-12-06 06:33:29,2022-12-05,2022-12-11 23:01:29,delivered
YML-air-20221217-001,ORD-000223,1,FIT-GR3,1,ヤマトロジスティクス,air,2022-12-17,2022-12-18 07:41:54,2022-12-17,2022-12-22 20:53:54,delayed
YML-air-20221217-001,ORD-000223,2,ZRV-RZ3,1,ヤマトロジスティクス,air,2022-12-17,2022-12-18 07:41:54,2022-12-17,2022-12-22 20:53:54,delayed
YML-air-20221217-001,ORD-000223,3,SWN-RP6,1,ヤマトロジスティクス,air,2022-12-17,2022-12-18 07:41:54,2022-12-17,2022-12-22 20:53:54,delayed
HNL-road-20221217-001,ORD-000224,1,HDE-ZC1,1,ホンダロジスティクス,road,2022-12-17,2022-12-17 18:02:10,2022-12-17,2022-12-23 07:09:10,delivered
HNL-air-20221215-001,ORD-000224,1,HDE-ZC1,2,ホンダロジスティクス,air,2022-12-15,2022-12-15 20:34:10,2022-12-15,2022-12-17 08:56:10,delivered
HNL-air-20221215-001,ORD-000224,2,FRD-GB5,1,ホンダロジスティクス,air,2022-12-15,2022-12-15 20:34:10,2022-12-15,2022-12-17 08:56:10,delivered
HNT-road-20221215-001,ORD-000225,1,HDE-ZC1,2,ホンダトランスポート,road,2022-12-15,2022-12-16 03:38:48,2022-12-15,2022-12-17 20:11:48,delivered
HNT-sea-20221219-001,ORD-000225,1,HDE-ZC1,2,ホンダトランスポート,sea,2022-12-19,2022-12-20 06:28:48,2022-12-19,2022-12-21 23:11:48,delivered
YML-air-20221219-001,ORD-000225,1,HDE-ZC1,4,ヤマトロジスティクス,air,2022-12-19,2022-12-20 01:20:48,2022-12-19,2022-12-26 18:04:48,delayed
HNL-air-20221215-002,ORD-000226,1,VZL-RV3,2,ホンダロジスティクス,air,2022-12-15,2022-12-16 07:20:44,2022-12-15,2022-12-19 21:45:44,delivered
HNL-air-20221215-002,ORD-000226,2,SWN-RP6,1,ホンダロジスティクス,air,2022-12-15,2022-12-16 07:20:44,2022-12-15,2022-12-19 21:45:44,delivered
HNL-air-20221215-002,ORD-000226,3,ZRV-RZ3,1,ホンダロジスティクス,air,2022-12-15,2022-12-16 07:20:44,2022-12-15,2022-12-19 21:45:44,delivered
YML-road-20221219-001,ORD-000227,1,PRO-ZC5,5,ヤマトロジスティクス,road,2022-12-19,2022-12-19 20:03:55,2022-12-19,2022-12-24 06:24:55,delayed
YML-road-20221219-001,ORD-000227,2,RDG-YF6,6,ヤマトロジスティクス,road,2022-12-19,2022-12-19 20:03:55,2022-12-19,2022-12-24 06:24:55,delayed
YML-road-20221219-001,ORD-000227,3,ACD-CV1,11,ヤマトロジスティクス,road,2022-12-19,2022-12-19 20:03:55,2022-12-19,2022-12-24 06:24:55,delayed
YML-road-20221219-001,ORD-000227,4,ODY-RC1,5,ヤマトロジスティクス,road,2022-12-19,2022-12-19 20:03:55,2022-12-19,2022-12-24 06:24:55,delayed
HNT-sea-20221217-001,ORD-000228,1,SWN-RP6,1,ホンダトランスポート,sea,2022-12-17,2022-12-18 06:51:39,2022-12-17,2022-12-22 22:56:39,delivered
HNT-sea-20221217-001,ORD-000228,2,VZL-RV3,6,ホンダトランスポート,sea,2022-12-17,2022-12-18 06:51:39,2022-12-17,2022-12-22 22:56:39,delivered
NPL-road-20221223-001,ORD-000229,1,ZRV-RZ3,1,日本通運,road,2022-12-23,2022-12-24 07:52:34,2022-12-23,2022-12-30 16:10:34,delivered
SEI-air-20221220-001,ORD-000230,1,HDE-ZC1,2,西濃運輸,air,2022-12-20,2022-12-21 01:44:02,2022-12-20,2022-12-25 17:00:02,delayed
NPL-sea-20221220-001,ORD-000230,1,HDE-ZC1,2,日本通運,sea,2022-12-20,2022-12-21 04:02:02,2022-12-20,2022-12-26 18:26:02,delayed
YML-air-20221221-001,ORD-000230,1,HDE-ZC1,4,ヤマトロジスティクス,air,2022-12-21,2022-12-22 01:54:02,2022-12-21,2022-12-28 11:40:02,delayed
SEI-sea-20221221-001,ORD-000231,1,NOE-JG4,4,西濃運輸,sea,2022-12-21,2022-12-22 04:59:08,2022-12-21,2022-12-24 17:14:08,delivered
SEI-air-20221220-002,ORD-000231,1,NOE-JG4,4,西濃運輸,air,2022-12-20,2022-12-21 03:47:08,2022-12-20,2022-12-23 17:35:08,delivered
YML-sea-20221222-001,ORD-000232,1,VZL-RV3,1,ヤマトロジスティクス,sea,2022-12-22,2022-12-23 07:25:17,2022-12-22,2022-12-29 17:50:17,delayed
YML-sea-20221222-001,ORD-000232,2,FIT-GR3,1,ヤマトロジスティクス,sea,2022-12-22,2022-12-23 07:25:17,2022-12-22,2022-12-29 17:50:17,delayed
YML-sea-20221222-001,ORD-000232,3,HDE-ZC1,1,ヤマトロジスティクス,sea,2022-12-22,2022-12-23 07:25:17,2022-12-22,2022-12-29 17:50:17,delayed
YML-sea-20221224-001,ORD-000233,1,SWN-RP6,2,ヤマトロジスティクス,sea,2022-12-24,2022-12-25 03:39:54,2022-12-24,2022-12-28 13:33:54,delivered
YML-sea-20221224-001,ORD-000233,2,NOE-JG4,7,ヤマトロジスティクス,sea,2022-12-24,2022-12-25 03:39:54,2022-12-24,2022-12-28 13:33:54,delivered
HNT-air-20221224-001,ORD-000234,1,HDE-ZC1,1,ホンダトランスポート,air,2022-12-24,2022-12-25 01:29:27,2022-12-24,2022-12-30 19:07:27,delivered
HNT-air-20221224-001,ORD-000234,2,VZL-RV3,2,ホンダトランスポート,air,2022-12-24,2022-12-25 01:29:27,2022-12-24,2022-12-30 19:07:27,delivered
HNT-sea-20230111-001,ORD-000235,1,FRD-GB5,1,ホンダトランスポート,sea,2023-01-11,2023-01-11 19:25:49,2023-01-11,2023-01-16 10:18:49,delayed
SEI-road-20221228-001,ORD-000235,1,FRD-GB5,1,西濃運輸,road,2022-12-28,2022-12-28 22:29:49,2022-12-28,2022-12-30 07:55:49,delivered
HNL-air-20230105-001,ORD-000235,1,FRD-GB5,2,ホンダロジスティクス,air,2023-01-05,2023-01-05 22:12:49,2023-01-05,2023-01-10 16:02:49,delivered
HNL-air-20230105-001,ORD-000235,2,VZL-RV3,1,ホンダロジスティクス,air,2023-01-05,2023-01-05 22:12:49,2023-01-05,2023-01-10 16:02:49,delivered
SEI-road-20230111-001,ORD-000236,1,FRD-GB5,1,西濃運輸,road,2023-01-11,2023-01-12 06:34:29,2023-01-11,2023-01-15 00:00:29,delayed
SEI-road-20230111-001,ORD-000236,2,VZL-RV3,1,西濃運輸,road,2023-01-11,2023-01-12 06:34:29,2023-01-11,2023-01-15 00:00:29,delayed
SEI-road-20230111-001,ORD-000236,3,FIT-GR3,1,西濃運輸,road,2023-01-11,2023-01-12 06:34:29,2023-01-11,2023-01-15 00:00:29,delayed
HNL-road-20230102-001,ORD-000237,1,SWN-RP6,1,ホンダロジスティクス,road,2023-01-02,2023-01-03 08:09:59,2023-01-02,2023-01-09 20:29:59,delivered
HNL-road-20230102-001,ORD-000237,3,VZL-RV3,1,ホンダロジスティクス,road,2023-01-02,2023-01-03 08:09:59,2023-01-02,2023-01-09 20:29:59,delivered
HNT-sea-20221231-001,ORD-000237,1,SWN-RP6,1,ホンダトランスポート,sea,2022-12-31,2023-01-01 07:29:59,2022-12-31,2023-01-04 15:59:59,delivered
HNT-sea-20221231-001,ORD-000237,3,VZL-RV3,1,ホンダトランスポート,sea,2022-12-31,2023-01-01 07:29:59,2022-12-31,2023-01-04 15:59:59,delivered
YML-road-20230105-001,ORD-000237,1,SWN-RP6,2,ヤマトロジスティクス,road,2023-01-05,2023-01-06 05:23:59,2023-01-05,2023-01-11 19:40:59,delayed
YML-road-20230105-001,ORD-000237,2,NOE-JG4,1,ヤマトロジスティクス,road,2023-01-05,2023-01-06 05:23:59,2023-01-05,2023-01-11 19:40:59,delayed
YML-road-20230105-001,ORD-000237,3,VZL-RV3,1,ヤマトロジスティクス,road,2023-01-05,2023-01-06 05:23:59,2023-01-05,2023-01-11 19:40:59,delayed
NPL-sea-20230102-001,ORD-000238,1,SWN-RP6,1,日本通運,sea,2023-01-02,2023-01-02 22:54:08,2023-01-02,2023-01-04 12:45:08,delivered
NPL-sea-20230102-001,ORD-000238,2,HDE-ZC1,1,日本通運,sea,2023-01-02,2023-01-02 22:54:08,2023-01-02,2023-01-04 12:45:08,delivered
NPL-sea-20230102-001,ORD-000238,3,VZL-RV3,1,日本通運,sea,2023-01-02,2023-01-02 22:54:08,2023-01-02,2023-01-04 12:45:08,delivered
HNL-sea-20230117-001,ORD-000239,1,HDE-ZC1,2,ホンダロジスティクス,sea,2023-01-17,2023-01-18 06:08:52,2023-01-17,2023-01-24 19:31:52,delayed
NPL-sea-20230117-001,ORD-000239,1,HDE-ZC1,2,日本通運,sea,2023-01-17,2023-01-18 08:31:52,2023-01-17,2023-01-23 01:30:52,delayed
SEI-air-20230113-001,ORD-000240,1,SWN-RP6,1,西濃運輸,air,2023-01-13,2023-01-13 21:54:12,2023-01-13,2023-01-17 14:17:12,delivered
NPL-road-20230112-001,ORD-000240,1,SWN-RP6,1,日本通運,road,2023-01-12,2023-01-12 19:59:12,2023-01-12,2023-01-18 12:00:12,delivered
SEI-sea-20230101-001,ORD-000240,1,SWN-RP6,1,西濃運輸,sea,2023-01-01,2023-01-01 18:18:12,2023-01-01,2023-01-03 06:42:12,delivered
HNT-air-20230104-001,ORD-000241,1,RDG-YF6,14,ホンダトランスポート,air,2023-01-04,2023-01-05 06:19:24,2023-01-04,2023-01-09 22:59:24,delivered
YML-road-20230103-001,ORD-000241,1,RDG-YF6,14,ヤマトロジスティクス,road,2023-01-03,2023-01-04 01:18:24,2023-01-03,2023-01-10 17:19:24,delivered
HNT-sea-20230106-001,ORD-000241,1,RDG-YF6,15,ホンダトランスポート,sea,2023-01-06,2023-01-07 02:17:24,2023-01-06,2023-01-13 18:30:24,delayed
YML-sea-20230109-001,ORD-000242,1,ENP-ENP1,5,ヤマトロジスティクス,sea,2023-01-09,2023-01-10 06:08:49,2023-01-09,2023-01-16 21:26:49,delayed
YML-sea-20230109-001,ORD-000242,2,PSP-YF7,5,ヤマトロジスティクス,sea,2023-01-09,2023-01-10 06:08:49,2023-01-09,2023-01-16 21:26:49,delayed
YML-sea-20230109-001,ORD-000242,3,PLT-YF3,5,ヤマトロジスティクス,sea,2023-01-09,2023-01-10 06:08:49,2023-01-09,2023-01-16 21:26:49,delayed
YML-sea-20230109-001,ORD-000242,4,CRV-RT5,5,ヤマトロジスティクス,sea,2023-01-09,2023-01-10 06:08:49,2023-01-09,2023-01-16 21:26:49,delayed
HNL-road-20230107-001,ORD-000243,1,VZL-RV3,2,ホンダロジスティクス,road,2023-01-07,2023-01-07 22:51:33,2023-01-07,2023-01-12 08:32:33,delivered
HNL-road-20230107-001,ORD-000243,2,NOE-JG4,1,ホンダロジスティクス,road,2023-01-07,2023-01-07 22:51:33,2023-01-07,2023-01-12 08:32:33,delivered
HNL-sea-20230109-001,ORD-000244,1,FIT-GR3,2,ホンダロジスティクス,sea,2023-01-09,2023-01-10 04:34:16,2023-01-09,2023-01-15 14:26:16,delivered
HNL-sea-20230109-001,ORD-000244,2,SWN-RP6,1,ホンダロジスティクス,sea,2023-01-09,2023-01-10 04:34:16,2023-01-09,2023-01-15 14:26:16,delivered
HNL-sea-20230109-001,ORD-000244,3,FRD-GB5,1,ホンダロジスティクス,sea,2023-01-09,2023-01-10 04:34:16,2023-01-09,2023-01-15 14:26:16,delivered
HNT-road-20230111-001,ORD-000244,1,FIT-GR3,2,ホンダトランスポート,road,2023-01-11,2023-01-11 23:44:16,2023-01-11,2023-01-18 11:44:16,delayed
HNT-road-20230111-001,ORD-000244,2,SWN-RP6,2,ホンダトランスポート,road,2023-01-11,2023-01-11 23:44:16,2023-01-11,2023-01-18 11:44:16,delayed
HNT-road-20230111-001,ORD-000244,3,FRD-GB5,1,ホンダトランスポート,road,2023-01-11,2023-01-11 23:44:16,2023-01-11,2023-01-18 11:44:16,delayed
SEI-road-20230119-001,ORD-000245,2,HDE-ZC1,1,西濃運輸,road,2023-01-19,2023-01-20 02:48:54,2023-01-19,2023-01-25 16:02:54,delayed
SEI-road-20230119-001,ORD-000245,3,NOE-JG4,1,西濃運輸,road,2023-01-19,2023-01-20 02:48:54,2023-01-19,2023-01-25 16:02:54,delayed
HNT-road-20230118-001,ORD-000245,2,HDE-ZC1,1,ホンダトランスポート,road,2023-01-18,2023-01-18 23:19:54,2023-01-18,2023-01-20 13:31:54,delayed
HNT-road-20230118-001,ORD-000245,3,NOE-JG4,1,ホンダトランスポート,road,2023-01-18,2023-01-18 23:19:54,2023-01-18,2023-01-20 13:31:54,delayed
HNT-sea-20230110-001,ORD-000245,1,VZL-RV3,1,ホンダトランスポート,sea,2023-01-10,2023-01-10 19:26:54,2023-01-10,2023-01-15 12:51:54,delivered
HNT-sea-20230110-001,ORD-000245,2,HDE-ZC1,1,ホンダトランスポート,sea,2023-01-10,2023-01-10 19:26:54,2023-01-10,2023-01-15 12:51:54,delivered
HNT-sea-20230110-001,ORD-000245,3,NOE-JG4,2,ホンダトランスポート,sea,2023-01-10,2023-01-10 19:26:54,2023-01-10,2023-01-15 12:51:54,delivered
YML-road-20230109-001,ORD-000246,1,SWN-RP6,1,ヤマトロジスティクス,road,2023-01-09,2023-01-10 09:40:51,2023-01-09,2023-01-14 19:19:51,delivered
YML-air-20230109-001,ORD-000246,1,SWN-RP6,1,ヤマトロジスティクス,air,2023-01-09,2023-01-10 07:00:51,2023-01-09,2023-01-12 22:29:51,delivered
HNL-road-20230115-001,ORD-000246,1,SWN-RP6,2,ホンダロジスティクス,road,2023-01-15,2023-01-16 08:06:51,2023-01-15,2023-01-18 01:44:51,delivered
HNL-road-20230115-001,ORD-000246,2,FIT-GR3,1,ホンダロジスティクス,road,2023-01-15,2023-01-16 08:06:51,2023-01-15,2023-01-18 01:44:51,delivered
HNL-road-20230115-001,ORD-000246,3,VZL-RV3,1,ホンダロジスティクス,road,2023-01-15,2023-01-16 08:06:51,2023-01-15,2023-01-18 01:44:51,delivered
HNL-sea-20230120-001,ORD-000247,1,ZRV-RZ3,1,ホンダロジスティクス,sea,2023-01-20,2023-01-21 01:50:01,2023-01-20,2023-01-26 16:59:01,delayed
HNT-sea-20230118-001,ORD-000247,1,ZRV-RZ3,1,ホンダトランスポート,sea,2023-01-18,2023-01-19 03:23:01,2023-01-18,2023-01-24 20:48:01,delayed
HNL-sea-20230111-001,ORD-000247,1,ZRV-RZ3,2,ホンダロジスティクス,sea,2023-01-11,2023-01-12 03:31:01,2023-01-11,2023-01-15 17:16:01,delivered
YML-sea-20230118-001,ORD-000248,1,NOE-JG4,1,ヤマトロジスティクス,sea,2023-01-18,2023-01-19 07:45:56,2023-01-18,2023-01-25 21:15:56,delivered
YML-sea-20230118-001,ORD-000248,2,FIT-GR3,2,ヤマトロジスティクス,sea,2023-01-18,2023-01-19 07:45:56,2023-01-18,2023-01-25 21:15:56,delivered
SEI-air-20230114-001,ORD-000248,1,NOE-JG4,1,西濃運輸,air,2023-01-14,2023-01-15 08:12:56,2023-01-14,2023-01-20 16:45:56,delivered
SEI-air-20230114-001,ORD-000248,2,FIT-GR3,3,西濃運輸,air,2023-01-14,2023-01-15 08:12:56,2023-01-14,2023-01-20 16:45:56,delivered
YML-sea-20230122-001,ORD-000249,1,SWN-RP6,1,ヤマトロジスティクス,sea,2023-01-22,2023-01-22 19:01:34,2023-01-22,2023-01-26 07:55:34,delivered
SEI-road-20230115-001,ORD-000250,1,ZRV-RZ3,8,西濃運輸,road,2023-01-15,2023-01-16 05:22:23,2023-01-15,2023-01-18 19:14:23,delivered
HNL-sea-20230127-001,ORD-000251,1,HDE-ZC1,1,ホンダロジスティクス,sea,2023-01-27,2023-01-28 04:52:16,2023-01-27,2023-02-01 19:13:16,delayed
HNL-sea-20230127-001,ORD-000251,2,FRD-GB5,3,ホンダロジスティクス,sea,2023-01-27,2023-01-28 04:52:16,2023-01-27,2023-02-01 19:13:16,delayed
HNL-road-20230124-001,ORD-000252,1,FRD-GB5,1,ホンダロジスティクス,road,2023-01-24,2023-01-25 03:21:10,2023-01-24,2023-01-27 17:46:10,delivered
HNT-sea-20230208-001,ORD-000253,1,ZRV-RZ3,5,ホンダトランスポート,sea,2023-02-08,2023-02-09 03:42:57,2023-02-08,2023-02-10 15:31:57,delivered
HNT-air-20230129-001,ORD-000254,1,ACD-CV1,21,ホンダトランスポート,air,2023-01-29,2023-01-30 02:17:50,2023-01-29,2023-02-04 14:23:50,delayed
HNT-air-20230129-001,ORD-000254,2,RDG-YF6,5,ホンダトランスポート,air,2023-01-29,2023-01-30 02:17:50,2023-01-29,2023-02-04 14:23:50,delayed
HNT-air-20230129-001,ORD-000254,3,ODY-RC1,5,ホンダトランスポート,air,2023-01-29,2023-01-30 02:17:50,2023-01-29,2023-02-04 14:23:50,delayed
HNT-air-20230129-001,ORD-000254,4,CRV-RT5,5,ホンダトランスポート,air,2023-01-29,2023-01-30 02:17:50,2023-01-29,2023-02-04 14:23:50,delayed
NPL-air-20230202-001,ORD-000255,1,HDE-ZC1,2,日本通運,air,2023-02-02,2023-02-03 08:06:58,2023-02-02,2023-02-09 16:52:58,delayed
NPL-sea-20230202-001,ORD-000255,1,HDE-ZC1,2,日本通運,sea,2023-02-02,2023-02-03 06:17:58,2023-02-02,2023-02-10 00:09:58,delayed
HNT-sea-20230129-001,ORD-000255,1,HDE-ZC1,2,ホンダトランスポート,sea,2023-01-29,2023-01-30 00:27:58,2023-01-29,2023-02-01 10:15:58,delivered
