product_id,product_name,year_month,revenue,cost,gross_profit,gross_margin,created_at
CRV-RT5,CR-V,2023-11,15648920,10954244.0,4694676.0,30.0,2025-12-04 14:09:47
FIT-GR3,FIT,2023-11,802144375,66910010.0,735234365.0,91.66,2025-12-04 14:09:47
FRD-GB5,FREED,2023-11,582196554,65333640.0,516862914.0,88.78,2025-12-04 14:09:47
HDE-ZC1,Honda e,2023-11,6268216244,155832855.619,6112383388.381,97.51,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2023-11,1032513870,47398744.608,985115125.392,95.41,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2023-11,2990508724,479892608.0,2510616116.0,83.95,2025-12-04 14:09:47
PLT-YF3,PILOT,2023-11,20938440,14656908.0,6281532.0,30.0,2025-12-04 14:09:47
PRO-ZC5,Prologue,2023-11,1270582560,19422296.535,1251160263.465,98.47,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2023-11,1170643542,120255192.0,1050388350.0,89.73,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2023-11,23885195,16719636.499999998,7165558.500000002,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2023-11,590903248,27044910.0,563858338.0,95.42,2025-12-04 14:09:47
VZL-RV3,VEZEL,2023-11,263736454,10005936.0,253730518.0,96.21,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2023-11,707413497,91358544.0,616054953.0,87.09,2025-12-04 14:09:47
ACD-CV1,ACCORD,2023-12,601083180,20673372.56,580409807.44,96.56,2025-12-04 14:09:47
FIT-GR3,FIT,2023-12,2224159784,250547490.0,1973612294.0,88.74,2025-12-04 14:09:47
FRD-GB5,FREED,2023-12,584182390,46011330.0,538171060.0,92.12,2025-12-04 14:09:47
HDE-ZC1,Honda e,2023-12,2222929092,172162913.794,2050766178.206,92.26,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2023-12,840846639,116338020.5588,724508618.4412,86.16,2025-12-04 14:09:47
PRO-ZC5,Prologue,2023-12,1270582560,78353107.2732,1192229452.7268,93.83,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2023-12,1501769236,116541324.0,1385227912.0,92.24,2025-12-04 14:09:47
VZL-RV3,VEZEL,2023-12,13910150,9737104.999999998,4173045.000000002,30.0,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2023-12,1158019932,145339208.0,1012680724.0,87.45,2025-12-04 14:09:47
ACD-CV1,ACCORD,2024-01,1288614600,20534154.715,1268080445.285,98.41,2025-12-04 14:09:47
CRV-RT5,CR-V,2024-01,311409312,19221952.0,292187360.0,93.83,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2024-01,375603360,4132514.3775000004,371470845.6225,98.9,2025-12-04 14:09:47
FIT-GR3,FIT,2024-01,1008367030,120975536.0,887391494.0,88.0,2025-12-04 14:09:47
FRD-GB5,FREED,2024-01,863324128,28785225.0,834538903.0,96.67,2025-12-04 14:09:47
HDE-ZC1,Honda e,2024-01,2585435786,63608569.745,2521827216.255,97.54,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2024-01,2688140538,113800332.814,2574340205.186,95.77,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2024-01,38413980,26889786.0,11524194.0,30.0,2025-12-04 14:09:47
PLT-YF3,PILOT,2024-01,177557960,4818060.0,172739900.0,97.29,2025-12-04 14:09:47
PRO-ZC5,Prologue,2024-01,6089052889,61776949.8204,6027275939.1796,98.99,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2024-01,746453418,21482892.0,724970526.0,97.12,2025-12-04 14:09:47
VZL-RV3,VEZEL,2024-01,4922390724,442523034.0,4479867690.0,91.01,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2024-01,2390862512,135559790.0,2255302722.0,94.33,2025-12-04 14:09:47
ACD-CV1,ACCORD,2024-02,35397125,24777987.5,10619137.5,30.0,2025-12-04 14:09:47
CRV-RT5,CR-V,2024-02,32991400,23093980.0,9897420.0,30.0,2025-12-04 14:09:47
FIT-GR3,FIT,2024-02,1283376150,144583502.0,1138792648.0,88.73,2025-12-04 14:09:47
FRD-GB5,FREED,2024-02,264749920,28372464.0,236377456.0,89.28,2025-12-04 14:09:47
HDE-ZC1,Honda e,2024-02,986977432,183757582.7,803219849.3,81.38,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2024-02,2089720359,136572547.2474,1953147811.7526,93.46,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2024-02,69145164,48401614.8,20743549.200000003,30.0,2025-12-04 14:09:47
PLT-YF3,PILOT,2024-02,1495017874,72751044.0,1422266830.0,95.13,2025-12-04 14:09:47
PRO-ZC5,Prologue,2024-02,1491209522,16559213.423999999,1474650308.576,98.89,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2024-02,54462496,38123747.199999996,16338748.800000004,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2024-02,3282649,2297854.3,984794.7000000002,30.0,2025-12-04 14:09:47
VZL-RV3,VEZEL,2024-02,40633455,28443418.5,12190036.5,30.0,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2024-02,618348576,32772513.0,585576063.0,94.7,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2024-03,7103598920,95229167.796,7008369752.204,98.66,2025-12-04 14:09:47
FIT-GR3,FIT,2024-03,1295962584,170713335.0,1125249249.0,86.83,2025-12-04 14:09:47
FRD-GB5,FREED,2024-03,668490498,106587156.0,561903342.0,84.06,2025-12-04 14:09:47
HDE-ZC1,Honda e,2024-03,5196102054,312762673.82,4883339380.18,93.98,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2024-03,2103968586,106410532.0196,1997558053.9804,94.94,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2024-03,626357382,46054176.0,580303206.0,92.65,2025-12-04 14:09:47
VZL-RV3,VEZEL,2024-03,882326367,134187225.0,748139142.0,84.79,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2024-03,2646606336,306575436.0,2340030900.0,88.42,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2024-04,201406651,140984655.7,60421995.30000001,30.0,2025-12-04 14:09:47
FIT-GR3,FIT,2024-04,15787562,1058155.0,14729407.0,93.3,2025-12-04 14:09:47
FRD-GB5,FREED,2024-04,1187284882,192862785.0,994422097.0,83.76,2025-12-04 14:09:47
HDE-ZC1,Honda e,2024-04,5988216016,294762172.18799996,5693453843.812,95.08,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2024-04,2301330962,88691536.4796,2212639425.5204,96.15,2025-12-04 14:09:47
PRO-ZC5,Prologue,2024-04,2154908160,35099376.9228,2119808783.0772,98.37,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2024-04,1462804440,173358900.0,1289445540.0,88.15,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2024-04,1581957480,208001832.0,1373955648.0,86.85,2025-12-04 14:09:47
VZL-RV3,VEZEL,2024-04,1262772320,149707995.0,1113064325.0,88.14,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2024-04,1300487664,144640820.0,1155846844.0,88.88,2025-12-04 14:09:47
ACD-CV1,ACCORD,2024-05,17499700,12249790.0,5249910.0,30.0,2025-12-04 14:09:47
FIT-GR3,FIT,2024-05,13726208,3719114.0,10007094.0,72.91,2025-12-04 14:09:47
FRD-GB5,FREED,2024-05,1836349126,119440746.0,1716908380.0,93.5,2025-12-04 14:09:47
HDE-ZC1,Honda e,2024-05,4991416925,35428028.799,4955988896.201,99.29,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2024-05,997925372,64078056.326,933847315.674,93.58,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2024-05,369079750,35136126.0,333943624.0,90.48,2025-12-04 14:09:47
PLT-YF3,PILOT,2024-05,67593085,47315159.49999999,20277925.500000007,30.0,2025-12-04 14:09:47
PRO-ZC5,Prologue,2024-05,56747930,39723551.0,17024379.0,30.0,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2024-05,1980147643,368345936.0,1611801707.0,81.4,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2024-05,115957836,81170485.19999999,34787350.80000001,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2024-05,1519657012,236308905.0,1283348107.0,84.45,2025-12-04 14:09:47
VZL-RV3,VEZEL,2024-05,286917516,13873896.0,273043620.0,95.16,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2024-05,1781535380,96369696.0,1685165684.0,94.59,2025-12-04 14:09:47
FIT-GR3,FIT,2024-06,2771675170,171132485.0,2600542685.0,93.83,2025-12-04 14:09:47
FRD-GB5,FREED,2024-06,1297557272,283132746.0,1014424526.0,78.18,2025-12-04 14:09:47
HDE-ZC1,Honda e,2024-06,158326701,25884933.4905,132441767.5095,83.65,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2024-06,1425213020,74317466.3336,1350895553.6664,94.79,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2024-06,220251773,3994380.0,216257393.0,98.19,2025-12-04 14:09:47
VZL-RV3,VEZEL,2024-06,2276870384,204042732.0,2072827652.0,91.04,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2024-06,3881557368,421893054.0,3459664314.0,89.13,2025-12-04 14:09:47
ACD-CV1,ACCORD,2024-07,1763969760,46663628.027499996,1717306131.9725,97.35,2025-12-04 14:09:47
CRV-RT5,CR-V,2024-07,16403545,11482481.5,4921063.5,30.0,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2024-07,5061042392,11292441.435,5049749950.565,99.78,2025-12-04 14:09:47
FIT-GR3,FIT,2024-07,734934117,13498852.0,721435265.0,98.16,2025-12-04 14:09:47
FRD-GB5,FREED,2024-07,1181811880,100340028.0,1081471852.0,91.51,2025-12-04 14:09:47
HDE-ZC1,Honda e,2024-07,2947574682,200225214.264,2747349467.736,93.21,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2024-07,2474357104,125708265.535,2348648838.465,94.92,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2024-07,233103000,19919946.0,213183054.0,91.45,2025-12-04 14:09:47
PLT-YF3,PILOT,2024-07,22194745,15536321.499999998,6658423.500000002,30.0,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2024-07,798708157,48826124.0,749882033.0,93.89,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2024-07,951405620,30662204.518,920743415.482,96.78,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2024-07,3806720433,222426270.0,3584294163.0,94.16,2025-12-04 14:09:47
VZL-RV3,VEZEL,2024-07,329196168,10046040.0,319150128.0,96.95,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2024-07,572775658,29366529.0,543409129.0,94.87,2025-12-04 14:09:47
ACD-CV1,ACCORD,2024-08,80896345,56627441.5,24268903.5,30.0,2025-12-04 14:09:47
CRV-RT5,CR-V,2024-08,89058349,62340844.3,26717504.700000003,30.0,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2024-08,807227150,11175595.605,796051554.395,98.62,2025-12-04 14:09:47
FIT-GR3,FIT,2024-08,4696206212,382401810.0,4313804402.0,91.86,2025-12-04 14:09:47
FRD-GB5,FREED,2024-08,1919767584,178531947.0,1741235637.0,90.7,2025-12-04 14:09:47
HDE-ZC1,Honda e,2024-08,7906339474,461210979.159,7445128494.841,94.17,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2024-08,2638287680,128920233.0516,2509367446.9484,95.11,2025-12-04 14:09:47
PLT-YF3,PILOT,2024-08,1705968960,133742610.0,1572226350.0,92.16,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2024-08,55362693,38753885.099999994,16608807.900000006,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2024-08,2328934842,197592552.0,2131342290.0,91.52,2025-12-04 14:09:47
VZL-RV3,VEZEL,2024-08,890583485,125876352.0,764707133.0,85.87,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2024-08,641396944,91369965.0,550026979.0,85.75,2025-12-04 14:09:47
CRV-RT5,CR-V,2024-09,16587855,11611498.5,4976356.5,30.0,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2024-09,24008740,16806118.0,7202622.0,30.0,2025-12-04 14:09:47
FIT-GR3,FIT,2024-09,66496926,2656695.0,63840231.0,96.0,2025-12-04 14:09:47
FRD-GB5,FREED,2024-09,3397303398,173043774.0,3224259624.0,94.91,2025-12-04 14:09:47
HDE-ZC1,Honda e,2024-09,9911592642,271959103.44,9639633538.56,97.26,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2024-09,2448933960,65794595.7966,2383139364.2034,97.31,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2024-09,369079750,37897331.0,331182419.0,89.73,2025-12-04 14:09:47
PLT-YF3,PILOT,2024-09,1620670512,148026319.0,1472644193.0,90.87,2025-12-04 14:09:47
PRO-ZC5,Prologue,2024-09,28373965,19861775.5,8512189.5,30.0,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2024-09,33001101,23100770.7,9900330.3,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2024-09,890505870,79293576.0,811212294.0,91.1,2025-12-04 14:09:47
VZL-RV3,VEZEL,2024-09,1227260664,218953287.0,1008307377.0,82.16,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2024-09,1501986346,98012140.0,1403974206.0,93.47,2025-12-04 14:09:47
ACD-CV1,ACCORD,2024-10,629989200,80082398.9,549906801.1,87.29,2025-12-04 14:09:47
FIT-GR3,FIT,2024-10,974269797,105530208.0,868739589.0,89.17,2025-12-04 14:09:47
FRD-GB5,FREED,2024-10,649064282,94960440.0,554103842.0,85.37,2025-12-04 14:09:47
HDE-ZC1,Honda e,2024-10,3328309621,177219146.79999998,3151090474.2,94.68,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2024-10,1929825312,142260312.2216,1787564999.7784,92.63,2025-12-04 14:09:47
PLT-YF3,PILOT,2024-10,22194745,15536321.499999998,6658423.500000002,30.0,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2024-10,24755680,17328976.0,7426704.0,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2024-10,726792484,44991324.0,681801160.0,93.81,2025-12-04 14:09:47
VZL-RV3,VEZEL,2024-10,2963696760,410258880.0,2553437880.0,86.16,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2024-10,7813722917,681167538.0,7132555379.0,91.28,2025-12-04 14:09:47
ACD-CV1,ACCORD,2024-11,5039913600,20072112.62,5019841487.38,99.6,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2024-11,3667895282,22542250.44,3645353031.56,99.39,2025-12-04 14:09:47
FIT-GR3,FIT,2024-11,616757671,12737585.0,604020086.0,97.93,2025-12-04 14:09:47
FRD-GB5,FREED,2024-11,1511636640,117000156.0,1394636484.0,92.26,2025-12-04 14:09:47
HDE-ZC1,Honda e,2024-11,3659106464,143083839.6275,3516022624.3725,96.09,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2024-11,2775025855,47947039.6205,2727078815.3795,98.27,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2024-11,23572218,16500552.6,7071665.4,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2024-11,8252964356,754397847.0,7498566509.0,90.86,2025-12-04 14:09:47
VZL-RV3,VEZEL,2024-11,37746585,26422609.5,11323975.5,30.0,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2024-11,575074689,47679464.0,527395225.0,91.71,2025-12-04 14:09:47
ACD-CV1,ACCORD,2024-12,35198265,24638785.5,10559479.5,30.0,2025-12-04 14:09:47
CRV-RT5,CR-V,2024-12,19684254,13778977.799999999,5905276.200000001,30.0,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2024-12,24008740,16806118.0,7202622.0,30.0,2025-12-04 14:09:47
FIT-GR3,FIT,2024-12,2279617,959923.0,1319694.0,57.89,2025-12-04 14:09:47
FRD-GB5,FREED,2024-12,614903004,73681839.0,541221165.0,88.02,2025-12-04 14:09:47
HDE-ZC1,Honda e,2024-12,2343864092,96185042.526,2247679049.474,95.9,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2024-12,648769440,47208540.7374,601560899.2626,92.72,2025-12-04 14:09:47
PLT-YF3,PILOT,2024-12,1916818838,105566613.0,1811252225.0,94.49,2025-12-04 14:09:47
PRO-ZC5,Prologue,2024-12,1447702768,10808717.675999999,1436894050.324,99.25,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2024-12,1385638840,76915928.0,1308722912.0,94.45,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2024-12,29706816,20794771.2,8912044.8,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2024-12,1510402725,177091020.0,1333311705.0,88.28,2025-12-04 14:09:47
VZL-RV3,VEZEL,2024-12,1542860654,145490208.0,1397370446.0,90.57,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2024-12,2435562297,164391640.0,2271170657.0,93.25,2025-12-04 14:09:47
FIT-GR3,FIT,2025-01,2706633776,406628970.0,2300004806.0,84.98,2025-12-04 14:09:47
FRD-GB5,FREED,2025-01,1626088856,258228972.0,1367859884.0,84.12,2025-12-04 14:09:47
HDE-ZC1,Honda e,2025-01,3184868352,91885545.38,3092982806.62,97.11,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2025-01,1409618379,153818160.0,1255800219.0,89.09,2025-12-04 14:09:47
VZL-RV3,VEZEL,2025-01,1748107725,77566320.0,1670541405.0,95.56,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2025-01,2392492110,166198320.0,2226293790.0,93.05,2025-12-04 14:09:47
ACD-CV1,ACCORD,2025-02,81413399,56989379.3,24424019.700000003,30.0,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2025-02,12470192139,371101745.51100004,12099090393.489,97.02,2025-12-04 14:09:47
FIT-GR3,FIT,2025-02,870862416,145591236.0,725271180.0,83.28,2025-12-04 14:09:47
FRD-GB5,FREED,2025-02,5428215078,319873716.0,5108341362.0,94.11,2025-12-04 14:09:47
HDE-ZC1,Honda e,2025-02,1855395360,95906860.41749999,1759488499.5825,94.83,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2025-02,298682282,9420390.9864,289261891.0136,96.85,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2025-02,19206990,13444893.0,5762097.0,30.0,2025-12-04 14:09:47
PRO-ZC5,Prologue,2025-02,101515739,71061017.3,30454721.700000003,30.0,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2025-02,3574720192,33999744.624,3540720447.376,99.05,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2025-02,1763969937,92182692.0,1671787245.0,94.77,2025-12-04 14:09:47
VZL-RV3,VEZEL,2025-02,474936462,59575995.0,415360467.0,87.46,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2025-02,818217642,138600764.0,679616878.0,83.06,2025-12-04 14:09:47
CRV-RT5,CR-V,2025-03,308165465,32176008.0,275989457.0,89.56,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2025-03,232938120,163056684.0,69881436.0,30.0,2025-12-04 14:09:47
FIT-GR3,FIT,2025-03,694385989,13163196.0,681222793.0,98.1,2025-12-04 14:09:47
FRD-GB5,FREED,2025-03,1722648591,198175605.0,1524472986.0,88.5,2025-12-04 14:09:47
HDE-ZC1,Honda e,2025-03,2281092160,228461660.598,2052630499.402,89.98,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2025-03,294895200,45462880.208,249432319.792,84.58,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2025-03,54478012,38134608.4,16343403.600000001,30.0,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2025-03,340603975,34238045.0,306365930.0,89.95,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2025-03,2309029416,168074597.836,2140954818.164,92.72,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2025-03,6181437808,580785303.0,5600652505.0,90.6,2025-12-04 14:09:47
VZL-RV3,VEZEL,2025-03,1549969194,116691936.0,1433277258.0,92.47,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2025-03,2626119168,175407092.0,2450712076.0,93.32,2025-12-04 14:09:47
FIT-GR3,FIT,2025-04,11519345,8063541.499999999,3455803.500000001,30.0,2025-12-04 14:09:47
FRD-GB5,FREED,2025-04,28387541,19871278.7,8516262.3,30.0,2025-12-04 14:09:47
HDE-ZC1,Honda e,2025-04,3831794736,288848182.7775,3542946553.2225,92.46,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2025-04,777343770,102529039.321,674814730.679,86.81,2025-12-04 14:09:47
PRO-ZC5,Prologue,2025-04,3309034848,54090906.6816,3254943941.3184,98.37,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2025-04,307983113,215588179.1,92394933.9,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2025-04,945507735,142451940.0,803055795.0,84.93,2025-12-04 14:09:47
VZL-RV3,VEZEL,2025-04,1056904412,36936648.0,1019967764.0,96.51,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2025-04,1718443375,98845173.0,1619598202.0,94.25,2025-12-04 14:09:47
FIT-GR3,FIT,2025-05,959330976,98323220.0,861007756.0,89.75,2025-12-04 14:09:47
FRD-GB5,FREED,2025-05,640072890,47934180.0,592138710.0,92.51,2025-12-04 14:09:47
HDE-ZC1,Honda e,2025-05,4888266584,134104636.975,4754161947.025,97.26,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2025-05,1689656400,48561872.4291,1641094527.5709,97.13,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2025-05,385885877,13107888.0,372777989.0,96.6,2025-12-04 14:09:47
VZL-RV3,VEZEL,2025-05,779702886,26178495.0,753524391.0,96.64,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2025-05,2974202145,253054368.0,2721147777.0,91.49,2025-12-04 14:09:47
FIT-GR3,FIT,2025-06,1251800970,123824055.0,1127976915.0,90.11,2025-12-04 14:09:47
FRD-GB5,FREED,2025-06,523906510,40259952.0,483646558.0,92.32,2025-12-04 14:09:47
HDE-ZC1,Honda e,2025-06,1480466148,77343570.843,1403122577.157,94.78,2025-12-04 14:09:47
PLT-YF3,PILOT,2025-06,22194745,15536321.499999998,6658423.500000002,30.0,2025-12-04 14:09:47
PRO-ZC5,Prologue,2025-06,4069646076,221816799.2484,3847829276.7516,94.55,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2025-06,751569546,39366898.0,712202648.0,94.76,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2025-06,3078705888,13929206.03,3064776681.97,99.55,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2025-06,351383112,15443952.0,335939160.0,95.6,2025-12-04 14:09:47
VZL-RV3,VEZEL,2025-06,1006182392,38593416.0,967588976.0,96.16,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2025-06,4971117330,409454392.0,4561662938.0,91.76,2025-12-04 14:09:47
ACD-CV1,ACCORD,2025-07,159287085,111500959.5,47786125.5,30.0,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2025-07,1197235710,15548316.795000002,1181687393.205,98.7,2025-12-04 14:09:47
FIT-GR3,FIT,2025-07,1189814860,93858520.0,1095956340.0,92.11,2025-12-04 14:09:47
FRD-GB5,FREED,2025-07,966740121,66865908.0,899874213.0,93.08,2025-12-04 14:09:47
HDE-ZC1,Honda e,2025-07,2587705536,124960440.82349999,2462745095.1765,95.17,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2025-07,599475386,84701443.9644,514773942.0356,85.87,2025-12-04 14:09:47
PLT-YF3,PILOT,2025-07,128729521,90110664.69999999,38618856.30000001,30.0,2025-12-04 14:09:47
PRO-ZC5,Prologue,2025-07,243385564,170369894.79999998,73015669.20000002,30.0,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2025-07,940715840,27882940.48,912832899.52,97.04,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2025-07,556129639,38783448.0,517346191.0,93.03,2025-12-04 14:09:47
VZL-RV3,VEZEL,2025-07,1114113982,164387799.0,949726183.0,85.24,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2025-07,2548709022,162282239.0,2386426783.0,93.63,2025-12-04 14:09:47
CRV-RT5,CR-V,2025-08,99527130,11064240.0,88462890.0,88.88,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2025-08,816297160,71639941.344,744657218.656,91.22,2025-12-04 14:09:47
FIT-GR3,FIT,2025-08,110585712,14024872.0,96560840.0,87.32,2025-12-04 14:09:47
FRD-GB5,FREED,2025-08,591356979,68557524.0,522799455.0,88.41,2025-12-04 14:09:47
HDE-ZC1,Honda e,2025-08,5305320192,167097423.4425,5138222768.5575,96.85,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2025-08,3683334315,27935296.3518,3655399018.6482,99.24,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2025-08,1924191180,57488637.948,1866702542.052,97.01,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2025-08,1505199304,150582435.0,1354616869.0,90.0,2025-12-04 14:09:47
VZL-RV3,VEZEL,2025-08,72885675,51019972.5,21865702.5,30.0,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2025-08,3170753630,194559210.0,2976194420.0,93.86,2025-12-04 14:09:47
ACD-CV1,ACCORD,2025-09,3527939520,30542955.525,3497396564.475,99.13,2025-12-04 14:09:47
CRV-RT5,CR-V,2025-09,424096140,49806468.0,374289672.0,88.26,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2025-09,5166253760,11263826.0475,5154989933.9525,99.78,2025-12-04 14:09:47
FIT-GR3,FIT,2025-09,325936776,15074042.0,310862734.0,95.38,2025-12-04 14:09:47
FRD-GB5,FREED,2025-09,1510343486,99579672.0,1410763814.0,93.41,2025-12-04 14:09:47
HDE-ZC1,Honda e,2025-09,1691961312,87177572.807,1604783739.193,94.85,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2025-09,497193330,35575546.2644,461617783.7356,92.84,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2025-09,271953500,26984366.0,244969134.0,90.08,2025-12-04 14:09:47
PRO-ZC5,Prologue,2025-09,1234582800,64086634.338,1170496165.662,94.81,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2025-09,3951006528,13789233.15,3937217294.85,99.65,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2025-09,2140531640,171595350.0,1968936290.0,91.98,2025-12-04 14:09:47
VZL-RV3,VEZEL,2025-09,878477300,52579386.0,825897914.0,94.01,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2025-09,5095206434,426104886.0,4669101548.0,91.64,2025-12-04 14:09:47
ACD-CV1,ACCORD,2025-10,1889967600,28515519.599,1861452080.401,98.49,2025-12-04 14:09:47
CRV-RT5,CR-V,2025-10,16587855,11611498.5,4976356.5,30.0,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2025-10,807227150,54339145.992000006,752888004.008,93.27,2025-12-04 14:09:47
FIT-GR3,FIT,2025-10,260337164,19007645.0,241329519.0,92.7,2025-12-04 14:09:47
FRD-GB5,FREED,2025-10,2333071000,98107620.0,2234963380.0,95.79,2025-12-04 14:09:47
HDE-ZC1,Honda e,2025-10,4430267184,69868225.233,4360398958.767,98.42,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2025-10,1002643680,79247482.84,923396197.16,92.1,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2025-10,1488760105,79485038.0,1409275067.0,94.66,2025-12-04 14:09:47
PLT-YF3,PILOT,2025-10,22194745,15536321.499999998,6658423.500000002,30.0,2025-12-04 14:09:47
